head,relation,tail,prompt,response,pred_relation,true_relation,verification,pred_verification,pred_relation_2
hall,hypernym,room,What is the relationship between 'hall' and 'room'?,"1. 'hall' [hypernym] 'room'; 
2. 'hall' [has part] 'room'; 
3. 'hall' [similar to] 'room'; 
4. 'hall' [part of] 'room';
5. 'hall' [instance hyponym] 'room'.","['hypernym', 'has part', 'similar to', 'part of', 'instance hyponym']",hypernym,"['True. Reason: A ""hall"" is a type of ""room"", making it a specific instance of the general concept, hence the term ""hypernym"" applies.', ""True. Reason: A hall, generally speaking, can contain or have parts such as rooms. Therefore, it's common sense to say that a hall has a part which is a room."", 'True. Reason: Both a hall and a room are parts of a building structure and are used for all sorts of activities, and are therefore similar in these respects.', 'False. Reason: A room can be part of a hall because a hall is typically larger and can contain several rooms. But a hall is not part of a room.', 'False. Reason: A hall is a type of room (""hyponym"") but not every room is a hall (""instance""). So, the relationship \'instance hyponym\' from hall to room does not exist.']","['true', 'true', 'true', 'false', 'false']","['hypernym', 'has part', 'similar to', 'hypernym', 'similar to', 'has part']"
building,has part,window,What is the relationship between 'building' and 'window'?,1. 'building' [has part] 'window'; 2. 'window' [part of] 'building'.,"['has part', 'part of']",has part,"['True. Reason: Buildings typically have windows as a part of their structure.', 'False. Reason: A window is actually a part of a building, not the other way around.']","['true', 'false']","['has part', 'has part', 'member holonym']"
peruvian_balsam,hypernym,tree,What is the relationship between 'peruvian_balsam' and 'tree'?,"1. 'peruvian_balsam' [hyponym] 'tree'; 
2. 'peruvian_balsam' [part of] 'tree'; 
3. 'peruvian_balsam' [has part] 'tree'","['hyponym', 'part of', 'has part']",hypernym,"[""False. Reason: Peruvian balsam is not a hyponym of tree. It's a type of medicinal product obtained from the tree species Myroxylon balsamum, rather than a category of tree itself."", 'True. Reason: Peruvian Balsam is a type of tree, so its parts (branches, leaves, trunk) are naturally a part of the tree itself.', 'False. Reason: Peruvian Balsam is a type of tree itself, not a part of a tree.']","['false', 'true', 'false']","['part of', 'hypernym']"
anthocerotaceae,hypernym,moss_family,What is the relationship between 'anthocerotaceae' and 'moss_family'?,'anthocerotaceae' [hyponym] 'moss_family'; 'anthocerotaceae' [similar to] 'moss_family'; 'anthocerotaceae' [part of] 'moss_family',"['hyponym', 'similar to', 'part of']",hypernym,"[""True. Reason: Anthocerotaceae is a kind of moss family, therefore it is a hyponym of 'moss_family'."", 'True. Reason: Anthocerotaceae, also known as the hornwort family, and the moss family are both families of non-vascular plants, making them similar to each other.', 'True. Reason: Anthocerotaceae is a family of hornworts in the order Anthocerotales, which is classified under the umbrella of mosses in a broader sense of plant systematics. Hence, it can be considered a part of the moss family.']","['true', 'true', 'true']","['hyponym', 'similar to', 'part of', 'hyponym', 'part of', 'member meronym', 'member of domain region', 'synset domain region of', 'instance hyponym', 'member holonym', 'synset domain topic of', 'member of domain usage']"
evidence,hypernym,indication,What is the relationship between 'evidence' and 'indication'?,"1. 'evidence' [synset domain usage of] 'indication'; 
2. 'evidence' [hypernym] 'indication'; 
3. 'evidence' [similar to] 'indication'; 
4. 'evidence' [also see] 'indication'.","['synset domain usage of', 'hypernym', 'similar to', 'also see']",hypernym,"[""False. Reason: The provided entities 'synset domain usage of' and 'indication' do not form a coherent or meaningful relationship. The text seems to be fragmented."", ""False. Reason: The given statement is invalid as it doesn't specify two clear entities for clarification of a relationship."", ""False. Reason: The terms 'evidence' and 'indication' are not entities that can have a 'similar to' relationship. The words are abstract concepts and while they can be similar in meaning, the terminology used for the relationship isn’t appropriate for abstract concepts within a knowledge graph context."", 'False. Reason: The terms ""also see"" and ""indication"" do not form a direct entity-relationship-entity triplet. This is a case of unclear relationship definition between two entities, thus it cannot be definitively stated as true or false.']","['false', 'false', 'false', 'false']","['synset domain topic of', 'derivationally related form', 'hyponym']"
nineties,hypernym,time_of_life,What is the relationship between 'nineties' and 'time_of_life'?,'nineties' [hypernym] 'time_of_life',['hypernym'],hypernym,"[""False. Reason: While the 'nineties' represent a period of time, it is not classified as a 'time of life'. 'Time of life' usually refers to specific stages in an individual's life span, such as childhood, adolescence, adulthood. However, 'nineties' refer to a decade in a century or an individual's age, which is a more specific period than a 'time of life'.""]",['false'],['instance hyponym']
iseult,synset domain topic of,middle_ages,What is the relationship between 'iseult' and 'middle_ages'?,1. 'iseult' [synset domain region of] 'middle_ages'; 2. 'iseult' [member of domain topic] 'middle_ages'; 3. 'iseult' [member of domain usage] 'middle_ages'.,"['synset domain region of', 'member of domain topic', 'member of domain usage']",synset domain topic of,"['True. Reason: Iseult is a character from Arthurian legend, which is commonly associated with the Medieval period, also known as the Middle Ages.', ""False. Reason: The statement should be reversed. The Middle Ages is a domain topic of which Iseult, a character from this period, would be considered a part. Therefore, the proper relationship would be 'Iseult is a part of the domain topic: Middle Ages'."", ""False. Reason: The term 'Iseult' refers to a character from Arthurian legend, which belongs to the domain of literature and mythology, not the 'Middle Ages' per se. The term 'Middle Ages' refers to a historical period, not a domain of usage. It's more appropriate to say that the stories of Iseult were widely told during the Middle Ages.""]","['true', 'false', 'false']","['synset domain region of', 'synset domain region of']"
circumnavigation,synset domain topic of,airplane,What is the relationship between 'circumnavigation' and 'airplane'?,"1. 'circumnavigation' [part of] 'airplane'; 
2. 'circumnavigation' [synset domain usage of] 'airplane'.","['part of', 'synset domain usage of']",synset domain topic of,"['False. Reason: Circumnavigation is an action or journey, not a physical part of an airplane. While an airplane could be used for circumnavigation, it is not inherently part of the aircraft.', 'False. Reason: The term ""circumnavigation"" does not fall under the domain usage of ""airplane"". Rather, ""circumnavigation"" is a term used to describe the action or progress of going around something, like the globe, which can be done by various means, not only by airplane.']","['false', 'false']","['verb group', 'member of domain topic', 'also see', 'hypernym', 'synset domain region of', 'member of domain region']"
resect,derivationally related form,resection,What is the relationship between 'resect' and 'resection'?,'resect' [derivationally related form] 'resection',['derivationally related form'],derivationally related form,"[""True. Reason: 'Resect' and 'resection' are derivationally related. The term 'resection' is derived from the verb 'resect'.""]",['true'],"['derivationally related form', 'derivationally related form']"
guanine,hypernym,purine,What is the relationship between 'guanine' and 'purine'?,1. 'guanine' [hypernym] 'purine',['hypernym'],hypernym,"[""True. Reason: Guanine is a type of purine, which are organic compounds present in DNA and RNA. Therefore, 'hypernym' (a word with a broad meaning constituting a category into which words with more specific meanings fall) is an applicable relationship.""]",['true'],"['hypernym', 'hyponym', 'part of', 'instance hyponym', 'member holonym']"
thripidae,hypernym,arthropod_family,What is the relationship between 'thripidae' and 'arthropod_family'?,"1. 'thripidae' [hyponym] 'arthropod_family'; 
2. 'thripidae' [part of] 'arthropod_family'; 
3. 'thripidae' [instance hyponym] 'arthropod_family'.","['hyponym', 'part of', 'instance hyponym']",hypernym,"['True. Reason: Thripidae is a family within the class Insecta, which is a part of the phylum Arthropoda. Therefore, Thripidae is a hyponym (a more specific category) of arthropod family.', 'True. Reason: Thripidae is a type of arthropod family. Therefore, it is part of the larger group known as arthropod families.', 'True. Reason: Thripidae is a family of insects and insects are a group within the phylum Arthropoda. Therefore, it can be inferred from common biological classification that Thripidae is an instance of an arthropod family.']","['true', 'true', 'true']","['hyponym', 'part of', 'instance hyponym', 'instance hyponym']"
mauritanian,hypernym,african,What is the relationship between 'mauritanian' and 'african'?,1. 'mauritanian' [hyponym] 'african'; 2. 'mauritanian' [part of] 'african'; 3. 'mauritanian' [member holonym] 'african'; 4. 'mauritanian'[instance hyponym] 'african'.,"['hyponym', 'part of', 'member holonym', 'instance hyponym']",hypernym,"['True. Reason: A hyponym is a type or subtype of a broader category. Mauritanian is a hyponym of African, meaning that someone who is Mauritanian is also African, because Mauritania is a country in Africa.', 'True. Reason: Mauritania is a country located in Africa, thus it is considered part of the African continent.', ""True. Reason: A 'member holonym' relationship signifies a whole to part relationship. In this case, Mauritania (part) is a country located in Africa (whole). Therefore, Mauritania is a part of Africa."", 'True. Reason: Mauritania is a country in Africa, meaning Mauritania and its people are subsets (or hyponyms) of Africa.']","['true', 'true', 'true', 'true']","['hyponym', 'part of', 'member holonym', 'instance hyponym', 'hyponym', 'similar to', 'synset domain region of', 'member of domain region']"
cruciferae,member meronym,genus_sisymbrium,What is the relationship between 'cruciferae' and 'genus_sisymbrium'?,'cruciferae' [member meronym] 'genus_sisymbrium',['member meronym'],member meronym,"['True. Reason: The Cruciferae family, also known as the Brassicaceae, includes the genus Sisymbrium. Therefore, the genus Sisymbrium is a member of the Cruciferae family. Meronym refers to the relationship between a part and the whole or a member and the set. Therefore, in this case, genus Sisymbrium is a member meronym of Cruciferae.']",['true'],"['member meronym', 'member meronym']"
united_states,member of domain region,partridge,What is the relationship between 'united_states' and 'partridge'?,"1. 'united_states' [synset domain region of] 'partridge'; 
2. 'united_states' [member of domain region] 'partridge'.","['synset domain region of', 'member of domain region']",member of domain region,"[""False. Reason: The domain region for the species 'partridge' is not specific to the United States. Partridges can be found in various parts of the world, including Europe and Asia. They are not endemic to the United States."", 'False. Reason: The United States is a country and does not belong in the domain of a partridge, which is a species of bird. The domain of a partridge refers more to its habitat or its classification in the animal kingdom.']","['false', 'false']","['has part', 'member holonym', 'member of domain topic', 'synset domain topic of', 'member of domain usage']"
declarative,derivationally related form,declare,What is the relationship between 'declarative' and 'declare'?,1. 'declarative' [derivationally related form] 'declare',['derivationally related form'],derivationally related form,"['True. Reason: The word ""declarative"" is derived from the word ""declare"", hence they are a derivationally related form of each other.']",['true'],"['derivationally related form', 'derivationally related form']"
elate,derivationally related form,intoxication,What is the relationship between 'elate' and 'intoxication'?,"1. 'elate' [derivationally related form] 'intoxication'; 
2. 'elate' [verb group] 'intoxication'; 
3. 'elate' [also see] 'intoxication'; 
4. 'elate' [similar to] 'intoxication'.","['derivationally related form', 'verb group', 'also see', 'similar to']",derivationally related form,"['True. Reason: ""Elate"" is derivationally related to ""intoxication"". Both words belong to the emotional state domain, where being elated might mean a state of high spirits or euphoria, which can be akin to intoxication.', ""False. Reason: The term 'elate' is a verb used to express making someone ecstatically happy. 'Intoxication' is a state of being poisoned or high due to alcohol or drugs. The two terms do not form a 'verb group' relationship. A 'verb group' relationship involves verbs that are closely related in meaning or usage. In this context, elate and intoxication are not closely related in meaning or usage."", 'False. Reason: The phrase \'also see\' represents a suggested connection or further investigation between two concepts, however, it does not establish a direct relationship. Thus, the statement ""elate \'also see\' intoxication"" does not propose a valid or factual relationship between being elate and intoxication.', ""False. Reason: The verb 'elate' means to make someone ecstatically happy, while 'intoxication' typically refers to the state of being under the influence of drugs or alcohol. While both can involve altered states of consciousness, they are not similar in the general or specific sense.""]","['true', 'false', 'false', 'false']","['derivationally related form', 'derivationally related form', 'synset domain usage of', 'synset domain region of', 'member of domain usage', 'member of domain topic', 'member of domain region', 'synset domain topic of']"
isoptera,member meronym,mastotermitidae,What is the relationship between 'isoptera' and 'mastotermitidae'?,1. 'isoptera' [member meronym] 'mastotermitidae',['member meronym'],member meronym,"[""True. Reason: Isoptera is the order to which the family Mastotermitidae belongs. A 'member meronym' relationship between them means that the latter is part of the former, which is correct.""]",['true'],"['member meronym', 'member meronym', 'hypernym', 'member of domain topic']"
song,derivationally related form,sing,What is the relationship between 'song' and 'sing'?,"1. 'song' [derivationally related form] 'sing'; 
2. 'song' [part of] 'sing'; 
3. 'song' [synset domain usage of] 'sing'; 
4. 'song' [synset domain topic of] 'sing'; 
5. 'song' [member of domain topic] 'sing'.","['derivationally related form', 'part of', 'synset domain usage of', 'synset domain topic of', 'member of domain topic']",derivationally related form,"['True. Reason: The word ""song"" is derivationally related to ""sing"" as ""song"" is the noun form of the verb ""sing"". This is a common linguistic principle.', ""True. Reason: A song is an integral part of singing. When one sings, they essentially vocalize a song, hence the relationship 'part of' exists between song and sing."", 'True. Reason: The term ""song"" is commonly used in the domain of ""singing"", indicating that this relationship in the knowledge graph is accurate.', 'True. Reason: The topic of the song is often singing, as it is the method to perform and express the lyrics and melody of the song.', 'False. Reason: The relationship does not make sense. A song cannot be a ""member of domain topic"" of \'sing\'. Singing could possibly be categorized as a part of a domain topic for songs, but not the other way around.']","['true', 'true', 'true', 'true', 'false']","['derivationally related form', 'part of', 'synset domain usage of', 'synset domain topic of', 'derivationally related form', 'has part', 'similar to']"
replay,hypernym,meet,What is the relationship between 'replay' and 'meet'?,"1. 'replay' [verb group] 'meet';
2. 'replay' [derivationally related form] 'meet'","['verb group', 'derivationally related form']",hypernym,"['False. Reason: A ""replay"" is a repetition of a play, game or show and doesn\'t have the ability to ""meet"", which is usually referred to interaction between people or occasionally, events.', ""False. Reason: The phrase 'derivationally related form' indicates a connection between two words where one is derived from the other. The word 'replay' is not a derivation of the word 'meet'. They are completely independent words with different meanings.""]","['false', 'false']","['hypernym', 'also see', 'similar to']"
diencephalon,has part,hypothalamus,What is the relationship between 'diencephalon' and 'hypothalamus'?,1. 'diencephalon' [has part] 'hypothalamus',['has part'],has part,"['True. Reason: The Diencephalon is a part of the brain, and it includes the hypothalamus as one of its major components.']",['true'],"['has part', 'has part', 'part of']"
circulate,derivationally related form,propagator,What is the relationship between 'circulate' and 'propagator'?,"1. 'circulate' [derivationally related form] 'propagator'; 
2. 'circulate' [also see] 'propagator';
3. 'circulate' [similar to] 'propagator'.","['derivationally related form', 'also see', 'similar to']",derivationally related form,"['False. Reason: While both ""circulate"" and ""propagator"" are related to the concept of spreading or distributing something, they are not forms of each other. The verb ""circulate"" does not derivationally form the noun ""propagator"". They are different terms each with its own direct derivations. Therefore, they are not derivationally related in a direct sense.', 'False. Reason: The verb ""circulate"" and the noun ""propagator"" don\'t have a logical or common-sense relationship under ""also see"". ""Also see"" would imply an alternative or related concept, which doesn\'t make sense in this context.', ""False. Reason: The words 'circulate' and 'propagator' do not share a similar meaning. 'Circulate' typically refers to movement around a closed system or path, while 'propagator' refers to a person or thing that causes something to happen or spread.""]","['false', 'false', 'false']","['verb group', 'hypernym', 'synset domain usage of', 'synset domain topic of']"
asphyxia,derivationally related form,smother,What is the relationship between 'asphyxia' and 'smother'?,1. 'asphyxia' [derivationally related form] 'smother',['derivationally related form'],derivationally related form,"['True. Reason: Asphyxia and smother both relate to the deprivation of oxygen. They are different words, but they can be used in similar contexts due to their related meanings, hence they are derivationally related.']",['true'],"['derivationally related form', 'hypernym', 'also see', 'similar to']"
originate,derivationally related form,initiation,What is the relationship between 'originate' and 'initiation'?,'originate' [derivationally related form] 'initiation',['derivationally related form'],derivationally related form,"[""False. Reason: The words 'originate' and 'initiation' are conceptually related, but they are not derivationally related form. 'Initiation' is derived from the verb 'initiate', not 'originate'.""]",['false'],"['verb group', 'similar to', 'also see']"
omen,hypernym,augury,What is the relationship between 'omen' and 'augury'?,"1. 'omen' [hypernym] 'augury'; 
2. 'omen' [similar to] 'augury';
3. 'omen' [also see] 'augury'; 
4. 'omen' [synset domain usage of] 'augury'; 
5. 'omen' [derivationally related form] 'augury'; 
6. 'omen' [verb group] 'augury'; 
7. 'omen' [synset domain region of] 'augury'; 
8. 'omen' [member of domain topic] 'augury'; 
9. 'omen' [synset domain topic of] 'augury'; 
10. 'omen' [member of domain usage] 'augury'; 
11. 'omen' [instance hyponym] 'augury'; 
12. 'omen' [member holonym] 'augury'; 
13. 'omen' [member of domain region] 'augury'","['hypernym', 'similar to', 'also see', 'synset domain usage of', 'derivationally related form', 'verb group', 'synset domain region of', 'member of domain topic', 'synset domain topic of', 'member of domain usage', 'instance hyponym', 'member holonym', 'member of domain region']",hypernym,"['True. Reason: An ""Omen"" is a type of ""Augury"". Both refer to signs or predictions of future events, with Augury being a more general term and Omen being a specific kind of it.', 'True. Reason: Both omen and augury refer to a sign or prediction of future events, thus they are similar in meaning.', ""True. Reason: Both 'omen' and 'augury' refer to signs or predicted events, therefore in a knowledge graph they would be related and possibly suggested as synonyms or related concepts to one another."", 'True. Reason: An ""omen"" is a type of ""augury"", as both terms refer to signs or events that are believed to predict future happenings. Therefore, in the domain of usage or semantics, \'omen\' belongs to \'augury\'.', ""True. Reason: The words 'omen' and 'augury' both relate to the prediction of future events or the interpretation of signs, and thus they can be considered as derivationally related forms in the context of meaning."", ""True. Reason: An 'omen' and an 'augury' both indicate a sign of what will happen in the future, therefore they are in the same verb group."", ""True. Reason: An omen is indeed a synonym for 'augury', both entail to a prophetic sign or prediction. Therefore, the term 'omen' falls in the domain region of 'augury'. Both terms are used to refer to an event that is believed to predict a future outcome."", ""False. Reason: While both 'omen' and 'augury' involve interpretation of signs or events concerning the future, 'omen' is not a member of 'augury'. They are both parts of the larger domain of divination or prophecy, but one does not reside within the other."", 'True. Reason: The term ""augury"" is related to the domain or topic of ""omen"", since both are associated with predicting future events based on signs or supernatural indications.', 'True. Reason: The terms ""omen"" and ""augury"" both belong to the domain usage of divination or prophecy, indicating the interpretation of signs or omens. Thus, the statement ""\'omen\' [member of domain usage] \'augury\'"" is true.', 'True. Reason: An omen is a type of augury. Both involve predicting the future based on signs or events. Thus, in the hierarchy of things, omen is a specific instance (hyponym) of the broader category (hypernym), augury.', 'False. Reason: The term ""augury"" refers to a sign of what will happen in the future; an omen. Although both terms related to prophecies or predictions, ""omen"" is not a member of ""augury"". In other words, augury does not consist of omens. It is a process or act by which an outcome is predicted.', ""False. Reason: The terms 'omen' and 'augury' both refer to signs or predictions of future events, generally of a supernatural nature. They do not denote a region-based relationship, so it is incorrect to say that 'omen' is a member of the domain region 'augury'.""]","['true', 'true', 'true', 'true', 'true', 'true', 'true', 'false', 'true', 'true', 'true', 'false', 'false']","['hypernym', 'similar to', 'also see', 'synset domain usage of', 'derivationally related form', 'verb group', 'synset domain region of', 'synset domain topic of', 'member of domain usage', 'instance hyponym', 'synset domain topic of', 'similar to']"
femininity,derivationally related form,feminine,What is the relationship between 'femininity' and 'feminine'?,"1. 'femininity' [derivationally related form] 'feminine'; 
2. 'femininity' [synset domain topic of] 'feminine'; 
3. 'femininity' [similar to] 'feminine'; 
4. 'femininity' [also see] 'feminine'.","['derivationally related form', 'synset domain topic of', 'similar to', 'also see']",derivationally related form,"['True. Reason: The word ""feminine"" is the root word from which ""femininity"" is derived. Therefore, they are derivationally related.', 'True. Reason: The term ""femininity"" is indeed a domain topic related to ""feminine"", as both terms share the same conceptual field, often used to describe characteristics considered typical of women or girls.', 'True. Reason: Femininity is a concept synonymous with qualities considered to be feminine, therefore the two are closely similar.', ""True. Reason: 'Femininity' is a concept closely linked to 'feminine'. The two terms are often used interchangeably or to complement each other in discussions. Therefore, you are likely to see 'feminine' when studying or discussing 'femininity'.""]","['true', 'true', 'true', 'true']","['derivationally related form', 'synset domain topic of', 'similar to', 'also see', 'derivationally related form']"
change,derivationally related form,exchange,What is the relationship between 'change' and 'exchange'?,"1. 'change' [derivationally related form] 'exchange'; 
2. 'change' [similar to] 'exchange'.","['derivationally related form', 'similar to']",derivationally related form,"['True. Reason: The words ""change"" and ""exchange"" are derivationally related. The term ""exchange"" is derived from ""change"" with the prefix ""ex-"" added.', 'False. Reason: The terms ""change"" and ""exchange"" do share synonyms in some contexts but are not overall similar in their meanings. ""Change"" generally refers to making or becoming different, while ""exchange"" refers to giving one thing and receiving another in return.']","['true', 'false']","['derivationally related form', 'derivationally related form', 'synset domain usage of', 'synset domain region of', 'synset domain topic of', 'verb group', 'also see']"
podocarpaceae,member meronym,afrocarpus,What is the relationship between 'podocarpaceae' and 'afrocarpus'?,1. 'podocarpaceae' [member meronym] 'afrocarpus'; 2. 'podocarpaceae' [hypernym] 'afrocarpus'.,"['member meronym', 'hypernym']",member meronym,"['True. Reason: Afrocarpus is a member of the Podocarpaceae family. This relationship expresses that Afrocarpus is a part of the more significant category, Podocarpaceae.', ""True. Reason: The Afrocarpus tree is under the family Podocarpaceae, meaning it is a 'subset' of Podocarpaceae. In linguistic terms, Afrocarpus is a hyponym of Podocarpaceae and therefore Podocarpaceae is a hypernym of Afrocarpus.""]","['true', 'true']","['member meronym', 'hypernym', 'member meronym']"
libidinal_energy,synset domain topic of,psychoanalysis,What is the relationship between 'libidinal_energy' and 'psychoanalysis'?,"1. 'libidinal_energy' [synset domain topic of] 'psychoanalysis'; 
2. 'libidinal_energy' [member of domain topic] 'psychoanalysis'; 
3. 'libidinal_energy' [part of] 'psychoanalysis'; 
4. 'libidinal_energy' [similar to] 'psychoanalysis'.","['synset domain topic of', 'member of domain topic', 'part of', 'similar to']",synset domain topic of,"['True. Reason: Libidinal energy is a primary concept in psychoanalysis, a field founded by Sigmund Freud. Hence, it can be said that psychoanalysis is the domain topic of libidinal energy.', 'True. Reason: Libidinal energy is a core concept in psychoanalysis, and often discussed within the domain topic of psychoanalytic theory.', 'True. Reason: Libidinal energy is a concept used in the psychoanalytic theories of Sigmund Freud, so it is indeed part of the broader field of psychoanalysis.', 'True. Reason: Libidinal energy is a concept in the psychoanalytic theories of Sigmund Freud and thus it can be considered to be closely related or similar to the field of psychoanalysis.']","['true', 'true', 'true', 'true']","['synset domain topic of', 'member of domain topic', 'part of', 'similar to', 'synset domain topic of', 'part of']"
sermon,synset domain topic of,church_service,What is the relationship between 'sermon' and 'church_service'?,1. 'sermon' [part of] 'church_service'; 2. 'sermon' [instance hyponym] 'church_service'; 3. 'sermon' [has part] 'church_service'; 4. 'sermon' [member holonym] 'church_service'; 5. 'sermon' [hypernym] 'church_service'; 6. 'sermon' [hyponym] 'church_service'.,"['part of', 'instance hyponym', 'has part', 'member holonym', 'hypernym', 'hyponym']",synset domain topic of,"['True. Reason: A sermon is typically a component or part of a church service, often when a religious leader addresses the congregation.', 'True. Reason: Sermons are a specific instance or subcategory of church services, hence they are an instance hyponym of church services.', 'True. Reason: A church service often includes a sermon as part of its proceedings.', 'True. Reason: A sermon is part of a church service, therefore its relationship to a church service can be described as a ""member holonym"".', ""True. Reason: A 'sermon' is a part of 'church service', hence it is a specific instance or a part of church service, making 'sermon' a hypernym of 'church service'."", ""True. Reason: A sermon is a subset or specific kind of church service, therefore it can be considered a 'hyponym' of church service.""]","['true', 'true', 'true', 'true', 'true', 'true']","['part of', 'instance hyponym', 'has part', 'member holonym', 'hypernym', 'hyponym', 'part of', 'member of domain topic', 'synset domain topic of', 'member of domain usage']"
anticipator,derivationally related form,anticipate,What is the relationship between 'anticipator' and 'anticipate'?,1. 'anticipator' [derivationally related form] 'anticipate',['derivationally related form'],derivationally related form,"['True. Reason: The word ""anticipator"" is derivationally related to ""anticipate"". They both share the same root and their meanings are related.']",['true'],"['derivationally related form', 'derivationally related form']"
swan,hypernym,aquatic_bird,What is the relationship between 'swan' and 'aquatic_bird'?,1. 'swan' [hyponym] 'aquatic_bird';,['hyponym'],hypernym,"['True. Reason: A hyponym is a word of more specific meaning than a general or superordinate term applicable to it. A swan is a type of aquatic bird, making it a hyponym of the term ""aquatic bird"".']",['true'],"['hyponym', 'hyponym', 'instance hyponym', 'part of', 'member holonym']"
gum,hypernym,exude,What is the relationship between 'gum' and 'exude'?,1. 'gum' [derivationally related form] 'exude'; 2. 'gum' [hypernym] 'exude'.,"['derivationally related form', 'hypernym']",hypernym,"['True. Reason: The term ""exude"" can be used in the context of gum or resin that a tree or other object releases, which makes these words derivationally related.', ""False. Reason: 'Hypernym' means a word with a broad meaning constituting a category into which words with more specific meanings fall. In this case 'gum' is not a hypernym of 'exude', they belong to completely different categories.""]","['true', 'false']","['derivationally related form', 'derivationally related form', 'hyponym', 'part of', 'similar to', 'has part', 'member of domain usage', 'also see']"
judgment_of_dismissal,synset domain topic of,law,What is the relationship between 'judgment_of_dismissal' and 'law'?,1. 'judgment_of_dismissal' [synset domain topic of] 'law'; 2. 'judgment_of_dismissal' [member of domain topic] 'law',"['synset domain topic of', 'member of domain topic']",synset domain topic of,"['True. Reason: The term ""judgment of dismissal"" is commonly used in the legal field, thus implying it is a topic within the domain of law.', 'True. Reason: A judgment of dismissal is a term that is applicable and used within the domain topic of law.']","['true', 'true']","['synset domain topic of', 'member of domain topic', 'synset domain topic of', 'part of', 'member of domain topic']"
musical_instrument,derivationally related form,instrument,What is the relationship between 'musical_instrument' and 'instrument'?,"1. 'musical_instrument' [hypernym] 'instrument'; 
2. 'musical_instrument' [similar to] 'instrument'; 
3. 'instrument' [hyponym] 'musical_instrument'; 
4. 'musical_instrument' [member holonym] 'instrument'; 
5. 'instrument' [part of] 'musical_instrument'; 
6. 'musical_instrument' [derivationally related form] 'instrument'.","['hypernym', 'similar to', 'hyponym', 'member holonym', 'part of', 'derivationally related form']",derivationally related form,"['True. Reason: The term ""hypernym"" refers to a category or a generic term. ""Instrument"" is a broader category that includes ""musical instrument"" as a sub-category. Hence, ""musical instrument"" is a hypernym of ""instrument"".', 'True. Reason: ""Musical instrument"" and ""instrument"" are synonymous in the context of creating musical sounds.', ""True. Reason: A hyponym is a word or a phrase that has a specific meaning within a broader category. Therefore, 'musical_instrument' is a hyponym of 'instrument' since it comes under the broader category of instruments."", 'True. Reason: A musical instrument is a member of the broader category of ""instruments"", which includes all devices created to produce specific results, including musical sound. A ""member holonym"" refers to the larger whole that something is part of. Therefore, a musical instrument is indeed part of the larger grouping of instruments.', 'True. Reason: A musical instrument is a type of instrument used to produce music. This is a generalized truth known in English language and classification of objects.', ""True. Reason: The term 'musical instrument' is derivationally related to the term 'instrument' as it is a more specific type of instrument geared towards creating music. The formation of the term 'musical instrument' derives from the base word 'instrument'.""]","['true', 'true', 'true', 'true', 'true', 'true']","['hypernym', 'similar to', 'hyponym', 'member holonym', 'part of', 'derivationally related form', 'hypernym', 'similar to', 'synset domain topic of', 'part of']"
monogamist,hypernym,spouse,What is the relationship between 'monogamist' and 'spouse'?,"1. 'monogamist' [has part] 'spouse'; 
2. 'monogamist' [hypernym] 'spouse';
3. 'monogamist' [similar to] 'spouse'; 
4. 'monogamist' [synset domain topic of] 'spouse'; 
5. 'monogamist' [part of] 'spouse';
6. 'monogamist' [member of domain topic] 'spouse'; 
7. 'monogamist' [derivationally related form] 'spouse'; 
8. 'monogamist' [verb group] 'spouse'; 
9. 'monogamist' [also see] 'spouse'.","['has part', 'hypernym', 'similar to', 'synset domain topic of', 'part of', 'member of domain topic', 'derivationally related form', 'verb group', 'also see']",hypernym,"['True. Reason: A monogamist, by definition, is a person who is married to or in a sexual relationship with one person at a time. Therefore, having a spouse is part of being a monogamist.', ""False. Reason: The relationship 'hypernym' means that one word has a broader meaning that encompasses another. In this case, 'spouse' does not have a broader meaning that includes 'monogamist'. Instead, 'monogamist' refers to a person (who could be a spouse or not) that only maintains one relationship at a time."", ""False. Reason: While both terms relate to relationships, they aren't similar in meaning. A monogamist is someone who believes in or practices monogamy, which is being married to or in a relationship with one person at a time. A spouse, on the other hand, specifically refers to a person's husband or wife. Thus, the two are not similar in the sense mentioned in the relationship."", 'True. Reason: The concept of monogamy stems from relationships, specifically being married to or in a romantic relationship with one person at a time, thus making it a topic related to the concept of a spouse.', ""False. Reason: The relationship 'part of' doesn't make sense in this context. A monogamist is someone who practices or advocates for monogamy, while a spouse is a term for a partner in a marriage. A monogamist is not inherently a 'part of' a spouse, and vice versa."", 'True. Reason: A monogamist is someone who practices or believes in monogamy, which typically involves having only one spouse, so it is reasonable to think of monogamists as part of the topic of spouses.', ""True. Reason: The terms 'monogamist' and 'spouse' are derivationally related. A monogamist is a person who is married to one person at a time, and 'spouse' refers to a person's husband or wife."", 'True. Reason: A Monogamist is someone who is married to or in a sexual relationship with only one person at a time. The term spouse directly relates to being married to one person, aligning with the concept of monogamy. Therefore, the relationship holds true.', 'True. Reason: A monogamist is someone who is married to or in a relationship with one person at a time. A spouse is someone that a person is married to. Therefore, these two concepts are closely related. Monogamy typically implies having a spouse.']","['true', 'false', 'false', 'true', 'false', 'true', 'true', 'true', 'true']","['has part', 'synset domain topic of', 'member of domain topic', 'derivationally related form', 'verb group', 'also see', 'has part', 'member meronym', 'synset domain topic of']"
