head,relation,tail,prompt,response,pred_relation,true_relation,verification,pred_verification,pred_relation_2
carry,hypernym,have,What is the relationship between 'carry' and 'have'?,'carry' [verb group] 'have',['verb group'],hypernym,"[""False. Reason: The relationship between 'carry' and 'have' is not straightforward as they are not directly synonymous. 'Carry' typically refers to physically holding or transporting an object, while 'have' generally implies possession or ownership. Though there may be instances where one could say they are related in the sense that carrying something could imply having it in one's possession, they are not interchangeable terms.""]",['false'],"['hyponym', 'verb group', 'similar to', 'also see', 'derivationally related form', 'synset domain topic of', 'hypernym', 'instance hyponym', 'part of', 'instance hypernym']"
organization,derivationally related form,organize,What is the relationship between 'organization' and 'organize'?,'organization' [hypernym] 'organize',['hypernym'],derivationally related form,"[""False. Reason: 'Organization' and 'organize' are related concepts but they do not have a direct relationship in a knowledge graph. An organization refers to a group of people working together towards a common goal, while 'organize' generally means to arrange or coordinate something in a structured manner.""]",['false'],"['derivationally related form', 'synset domain topic of', 'similar to', 'verb group']"
rock,derivationally related form,rock,What is the relationship between 'rock' and 'rock'?,"1. 'rock' [hypernym] 'rock';
2. 'rock' [hyponym] 'rock';
3. 'rock' [instance hyponym] 'rock';
4. 'rock' [similar to] 'rock';","['hypernym', 'hyponym', 'instance hyponym', 'similar to']",derivationally related form,"[""This question seems to be asking about the relationship between the same entity 'rock'. In a knowledge graph or common sense, an entity cannot have a relationship with itself. \n\nTrue. Reason: An entity cannot have a relationship with itself in a knowledge graph."", ""This question is asking about the relationship between the same entity 'rock' with itself. In a general knowledge graph, a reflexive relationship between an entity and itself doesn't usually exist. Therefore, the answer to this question is:\nFalse. Reason: In a typical knowledge graph, there is no relationship defined between an entity and itself."", ""This question seems ambiguous as it is not clear how 'rock' is related to itself. In a typical knowledge graph, a relationship is a link between two different entities. Therefore, the question does not provide enough information to determine a specific relationship between 'rock' and 'rock'."", ""This question seems confusing because both entities are the same, 'rock'. It does not make sense to ask for a relationship between the same entity. It is like asking for the relationship between an object and itself. Therefore, the relationship between 'rock' and 'rock' is not a valid question. \nTrue. Reason: It is not meaningful to establish a relationship between the same entity.""]","['not found', 'not found', 'not found', 'not found']","['synset domain topic of', 'similar to', 'hypernym', 'instance hypernym']"
future,hypernym,time,What is the relationship between 'future' and 'time'?,"1. 'future' [hyponym] 'time'; 
2. 'future' [also see] 'time'; 
3. 'future' [instance hyponym] 'time'; 
4. 'future' [hypernym] 'time'; 
5. 'future' [similar to] 'time'","['hyponym', 'also see', 'instance hyponym', 'hypernym', 'similar to']",hypernym,"[""True. Reason: The relationship between 'future' and 'time' exists as 'future' represents a period of time that is yet to come, indicating a temporal relationship between the two entities."", ""False. Reason: The relationship between 'future' and 'time' is not a direct relationship in a knowledge graph. While the concept of 'future' is related to 'time' in the sense that it refers to a period of time that is yet to come, it is not a specific relationship that can be explicitly defined in a typical knowledge graph."", ""True. Reason: 'Future' is a concept that is intrinsically linked to 'time' as it refers to the period of time that is yet to come."", 'False. Reason: The term ""future"" is a concept that relates to time itself, rather than being a distinct relationship between two entities. The future represents a point in time that is yet to come and is a broad aspect of the concept of time.', ""True. Reason: 'Future' is a concept that is directly related to 'time' as it refers to events or moments that have not yet occurred but will happen at some point in the future. Time is the medium through which events are sequenced, and the future is a specific segment of time that is yet to come.""]","['true', 'false', 'true', 'false', 'true']","['instance hyponym', 'has part', 'part of', 'similar to', 'synset domain topic of', 'verb group']"
dagger,has part,haft,What is the relationship between 'dagger' and 'haft'?,'dagger' [has part] 'haft',['has part'],has part,"['True. Reason: A dagger typically has a haft, which is the handle of the weapon.']",['true'],['has part']
conform,derivationally related form,conformity,What is the relationship between 'conform' and 'conformity'?,'conform' [verb group] 'conformity',['verb group'],derivationally related form,"[""False. Reason: The relationship between 'conform' and 'conformity' is that they are related concepts. 'Conform' is a verb that means to comply with rules, standards, or laws, while 'conformity' is a noun that refers to the action or behavior in accordance with prevailing social standards, attitudes, practices, etc. Therefore, they are not directly connected in terms of a formal relationship in a knowledge graph.""]",['false'],['derivationally related form']
implant,derivationally related form,implantation,What is the relationship between 'implant' and 'implantation'?,'implant' [derivationally related form] 'implantation',['derivationally related form'],derivationally related form,"[""True. Reason: 'Implant' and 'implantation' are related terms in the field of medicine and biology. 'Implant' refers to a medical device that is placed inside the body, while 'implantation' specifically refers to the process by which an implant attaches to the surrounding tissue or organ. Therefore, there exists a relationship between 'implant' and 'implantation'.""]",['true'],"['synset domain usage of', 'derivationally related form']"
inclined_plane,hypernym,machine,What is the relationship between 'inclined_plane' and 'machine'?,'inclined_plane' [part of] 'machine',['part of'],hypernym,"[""This question is ambiguous as the relationship between 'inclined_plane' and 'machine' can vary depending on the context. In a general sense, an inclined plane can be considered a simple machine. However, if we consider a specific context where 'inclined_plane' and 'machine' are referring to distinct concepts, then the relationship might not be direct. Therefore, without further information, it is difficult to determine the exact relationship between 'inclined_plane' and 'machine'.""]",['not found'],"['has part', 'part of', 'member meronym']"
brother,hypernym,member,What is the relationship between 'brother' and 'member'?,'brother' [hyponym] 'member'; 'member' [instance hyponym] 'brother',"['hyponym', 'instance hyponym']",hypernym,"[""False. Reason: The relationship between 'brother' and 'member' is not a direct or common relationship found in most knowledge graphs. 'Brother' typically refers to a male sibling, whereas 'member' is a more general term used to describe someone who belongs to a group or organization."", ""False. Reason: The relationship between 'brother' and 'member' does not exist based on common sense. 'Brother' typically refers to a male sibling, while 'member' usually refers to someone who belongs to a group or organization. These two terms do not have a direct relationship in a knowledge graph.""]","['false', 'false']","['hyponym', 'member meronym', 'member of domain region', 'member of domain topic', 'member of domain usage']"
sculpt,hypernym,shape,What is the relationship between 'sculpt' and 'shape'?,'sculpt' [verb group] 'shape',['verb group'],hypernym,"['False. Reason: While both ""sculpt"" and ""shape"" are related to forming or manipulating objects, they are not directly synonymous or interchangeable terms. ""Sculpt"" typically refers to creating three-dimensional art by carving or molding a material such as clay or stone, while ""shape"" is a broader term that can refer to forming objects or figures in general, not necessarily limited to art forms.']",['false'],['verb group']
brachychiton,member meronym,bottle-tree,What is the relationship between 'brachychiton' and 'bottle-tree'?,'brachychiton' [hypernym] 'bottle-tree',['hypernym'],member meronym,"[""False. Reason: 'Brachychiton' is the genus name that encompasses several species of trees, one of which is commonly known as the 'bottle tree' (Brachychiton rupestris). Therefore, the relationship is not between two separate entities but rather the same entity referred to by different names.""]",['false'],"['hypernym', 'instance hyponym', 'member holonym']"
admix,hypernym,blend,What is the relationship between 'admix' and 'blend'?,'admix' [verb group] 'blend',['verb group'],hypernym,"[""False. Reason: In a semantic sense, 'admix' and 'blend' are similar in that they both involve mixing or combining different substances together. However, in a more specific context, 'admix' typically refers to adding a particular ingredient to a mixture or solution, while 'blend' generally refers to mixing multiple ingredients together smoothly or harmoniously. Therefore, they are not direct synonyms nor interchangeable in all contexts, so the relationship between 'admix' and 'blend' is not straightforward.""]",['false'],"['verb group', 'similar to']"
denote,verb group,denote,What is the relationship between 'denote' and 'denote'?,'denote' [synset domain topic of] 'denote'; 'denote' [verb group] 'denote',"['synset domain topic of', 'verb group']",verb group,"[""False. Reason: It does not make sense for 'denote' to have a relationship with itself in a knowledge graph. The relationship between two entities should typically involve a verb that describes how one entity is related to the other entity."", ""False. Reason: It does not make sense for 'denote' to have a relationship with itself in a knowledge graph.""]","['false', 'false']","['synset domain topic of', 'similar to']"
overvalue,hypernym,value,What is the relationship between 'overvalue' and 'value'?,'overvalue' [hypernym] 'value',['hypernym'],hypernym,"['False. Reason: In general, the term ""overvalue"" implies that something has been valued more highly than its true or fair value, suggesting a comparison to the concept of ""value"". Therefore, the relationship between ""overvalue"" and ""value"" is not of the same nature as a standard relationship in a knowledge graph, such as parent-child or husband-wife.']",['false'],"['hypernym', 'verb group']"
game,hypernym,activity,What is the relationship between 'game' and 'activity'?,"1. 'game' [hypernym] 'activity'; 
2. 'game' [hyponym] 'activity'; 
3. 'game' [similar to] 'activity'; 
4. 'game' [synset domain topic of] 'activity'; 
5. 'game' [also see] 'activity'; ","['hypernym', 'hyponym', 'similar to', 'synset domain topic of', 'also see']",hypernym,"[""False. Reason: 'Game' and 'activity' are related concepts but they are not directly connected by a specific relationship in a knowledge graph. A game can be considered a type of activity, but they do not have a direct relationship like 'isA' or 'partOf'."", ""False. Reason: A game can be considered a type of activity, but not all activities are games. The relationship between 'game' and 'activity' is not a strict one-to-one relationship in a knowledge graph, as there are numerous types of activities that are not classified as games."", ""False. Reason: 'Game' and 'activity' are not directly related in a common sense knowledge graph. A game can be considered a type of activity, but they are not inherently connected in a specific relationship."", ""False. Reason: While a game can be considered an activity, the relationship between 'game' and 'activity' is not an explicit relationship in a knowledge graph. A game is a specific type of activity that involves structured play, rules, and competition, but not all activities are games."", ""False. Reason: 'Game' and 'activity' are not directly related in a traditional sense in a knowledge graph. While games can be considered as a type of activity, the relationship between 'game' and 'activity' is not a specific or well-defined relationship in a knowledge graph based on common sense.""]","['false', 'false', 'false', 'false', 'false']","['hyponym', 'similar to', 'instance hyponym', 'has part', 'synset domain topic of']"
match,derivationally related form,yoke,What is the relationship between 'match' and 'yoke'?,'match' [hypernym] 'yoke',['hypernym'],derivationally related form,"[""This question is context-dependent and can have multiple interpretations. In a general sense, 'match' and 'yoke' do not have a direct relationship in a knowledge graph based on common sense. However, they can be related in a more abstract or metaphorical sense. \n\nTrue/False. Reason: False. There is no direct or common relationship between 'match' and 'yoke' in a typical knowledge graph context.""]",['not found'],['hypernym']
lunch,derivationally related form,lunch,What is the relationship between 'lunch' and 'lunch'?,'lunch' [similar to] 'lunch',['similar to'],derivationally related form,"[""This question is a self-relation, indicating that we are checking the relationship between the same entity, 'lunch', which does not make sense. Therefore, the relationship between 'lunch' and 'lunch' does not exist. \nTrue. Reason: Self-relations do not exist in knowledge graphs.""]",['not found'],"['synonymous with', 'similar to', 'hyponym', 'instance hyponym', 'instance hypernym', 'similar to', 'synset domain topic of', 'synset domain usage of', 'similar to']"
wheedle,derivationally related form,blandishment,What is the relationship between 'wheedle' and 'blandishment'?,'wheedle' [verb group] 'blandishment',['verb group'],derivationally related form,"[""I cannot provide an answer without knowing the specifics of the relationship between 'wheedle' and 'blandishment'. Both words are related to persuasion or flattery, but the specific relationship between them would require further information or context.""]",['not found'],['hyponym']
leap,derivationally related form,jump,What is the relationship between 'leap' and 'jump'?,'leap' [hyponym] 'jump'; 'leap' [similar to] 'jump'; 'leap' [verb group] 'jump',"['hyponym', 'similar to', 'verb group']",derivationally related form,"['This question is ambiguous because ""leap"" and ""jump"" can be considered synonyms in certain contexts, indicating a similar relationship or action. In a general sense, both words describe the act of moving through the air by using one\'s legs. Therefore, the relationship between ""leap"" and ""jump"" can be considered True.', ""This question seems a bit vague as 'leap' and 'jump' could be considered synonymous. However, based on common sense knowledge, they both can be seen as related in the sense that they both involve moving through the air, propelled by one's own effort. \n\nTrue. Reason: Both 'leap' and 'jump' involve propelling oneself through the air using their legs."", ""This is a True. Reason: 'Leap' and 'jump' are synonyms that both refer to a movement where a person propels themselves off the ground with both feet at the same time. Therefore, they share a relationship in the context of movement and physical actions.""]","['not found', 'not found', 'not found']","['hypernym', 'verb group', 'synset domain usage of', 'similar to', 'also see', 'derivationally related form', 'hyponym', 'instance hyponym', 'part of', 'verb group']"
recover,derivationally related form,recovery,What is the relationship between 'recover' and 'recovery'?,'recover' [verb group] 'recovery'; 'recover' [hypernym] 'recovery',"['verb group', 'hypernym']",derivationally related form,"[""True. Reason: The relationship between 'recover' and 'recovery' is that 'recover' is the verb form of the action, while 'recovery' is the noun form indicating the process or act of recovering from something, such as an illness or a setback."", ""False. Reason: 'recover' and 'recovery' are related terms, but they are not directly linked in a typical relationship in a knowledge graph. 'Recover' is a verb that means to regain health or strength, while 'recovery' is a noun that refers to the process of regaining health or the return to a normal state after a period of illness or trauma.""]","['true', 'false']",['derivationally related form']
fold,derivationally related form,folder,What is the relationship between 'fold' and 'folder'?,'fold' [derivationally related form] 'folder',['derivationally related form'],derivationally related form,"[""False. Reason: In the context provided, there is no direct relationship between 'fold' and 'folder'. 'Fold' is a verb that means to bend something over itself, while 'folder' is a noun referring to an object used for storing papers or documents.""]",['false'],"['derivationally related form', 'has part']"
immune_system,has part,marrow,What is the relationship between 'immune_system' and 'marrow'?,'immune_system' [has part] 'marrow',['has part'],has part,"[""This question seems to be about the relationship between the immune system and bone marrow. \n\nTrue. Reason: Bone marrow is a crucial part of the immune system as it is responsible for producing various immune cells, including white blood cells such as lymphocytes, which play a key role in the body's immune response to infections and diseases. Therefore, there is a direct and important relationship between the immune system and the bone marrow in the context of immune cell production.""]",['not found'],"['has part', 'part of', 'member meronym', 'similar to', 'part of']"
stamen,hypernym,reproductive_structure,What is the relationship between 'stamen' and 'reproductive_structure'?,'stamen' [has part] 'reproductive_structure',['has part'],hypernym,"['False. Reason: Stamen is actually a part of a flower\'s reproductive structure. The correct relationship would be ""part of"" instead of the implied question which suggests there is no relationship between the two entities.']",['false'],"['part of', 'has part']"
unify,derivationally related form,merging,What is the relationship between 'unify' and 'merging'?,'unify' [hypernym] 'merging'; 'unify' [verb group] 'merging',"['hypernym', 'verb group']",derivationally related form,"['False. Reason: In a knowledge graph, the relationship between ""unify"" and ""merging"" would be False as they do not share a direct relationship. ""Unify"" generally means to make or become united, uniform, or whole, whereas ""merging"" refers to the act of combining or joining two or more things into a single entity. While both involve some form of joining or combining, they are conceptually distinct actions and are not directly related in terms of a relationship in a knowledge graph.', ""False. Reason: The relationship between 'unify' and 'merging' is true. 'Unify' means to make or become united, uniform, or whole. One way to achieve unity is through merging, which involves combining two or more separate entities into one. Therefore, it is accurate to say that 'unify' and 'merging' are related concepts.""]","['false', 'false']","['hypernym', 'verb group']"
transplant,derivationally related form,transplant,What is the relationship between 'transplant' and 'transplant'?,'transplant' [synset domain usage of] 'transplant'; 'transplant' [similar to] 'transplant'; 'transplant' [verb group] 'transplant',"['synset domain usage of', 'similar to', 'verb group']",derivationally related form,"[""False. Reason: In this context, 'transplant' is the same entity mentioned twice. In a knowledge graph, a relationship exists between two distinct entities, not the same entity mentioned multiple times."", ""False. Reason: Two instances of the same entity typically do not have a relationship between them in a knowledge graph. In this case, 'transplant' and 'transplant' refer to the same concept or entity, so there is no relationship between them in a traditional sense."", 'This question seems to be ambiguous or make a mistake. Could you please provide more information or rephrase the question?']","['false', 'false', 'not found']","['synset domain usage of', 'hypernym', 'same as']"
tampa_bay,instance hypernym,bay,What is the relationship between 'tampa_bay' and 'bay'?,"1. 'tampa_bay' [instance hyponym] 'bay'; 
2. 'tampa_bay' [similar to] 'bay'; 
3. 'tampa_bay' [also see] 'bay'; ","['instance hyponym', 'similar to', 'also see']",instance hypernym,"[""False. Reason: 'Tampa Bay' is a specific geographical location in Florida, USA, and 'bay' is a generic term referring to a body of water partially enclosed by land. While 'Tampa Bay' includes the term 'bay' in its name, it does not represent the generic concept of a bay, but rather a specific area."", ""False. Reason: Tampa Bay is the name of a geographic location that includes a bay, so 'tampa_bay' and 'bay' do not have a direct relationship in terms of a typical knowledge graph relationship."", ""False. Reason: A bay is a geographic feature and Tampa Bay is a specific bay located in Florida. While 'tampa_bay' is a part of the name of a bay, there is no inherent relationship between the concept of a bay and the specific bay named Tampa Bay.""]","['false', 'false', 'false']","['hyponym', 'instance hyponym']"
jelly_fungus,hypernym,fungus,What is the relationship between 'jelly_fungus' and 'fungus'?,'jelly_fungus' [hyponym] 'fungus',['hyponym'],hypernym,"[""False. Reason: Jelly fungus is a type of fungus itself, so there is no specific relationship between 'jelly_fungus' and 'fungus' as if they were separate entities with a distinct relationship.""]",['false'],"['hypernym', 'instance hyponym', 'member meronym']"
deviate,hypernym,differ,What is the relationship between 'deviate' and 'differ'?,'deviate' [synonym] 'differ',['synonym'],hypernym,"[""True. Reason: 'Deviate' and 'differ' both indicate a difference or distinction from a norm or standard. Both terms imply a sense of variance or discrepancy from an expected or usual course.""]",['true'],['derivationally related form']
acronym,hypernym,form,What is the relationship between 'acronym' and 'form'?,'acronym' [has part] 'form',['has part'],hypernym,"['False. Reason: An acronym is a word formed from the initial letters of a phrase, while a form is a document or sheet with blank spaces to be filled in. These two entities are not directly related in a typical knowledge graph based on common sense.']",['false'],"['has part', 'similar to', 'derivationally related form']"
coleoptera,hypernym,animal_order,What is the relationship between 'coleoptera' and 'animal_order'?,'coleoptera' [instance hyponym] 'animal_order',['instance hyponym'],hypernym,"[""This question seems to be incomplete as it does not specify the exact relationship between 'coleoptera' and 'animal_order'. In a general sense, 'coleoptera' refers to the order of insects known as beetles. Therefore, a possible relationship between 'coleoptera' and 'animal_order' could be that 'coleoptera' belongs to the 'animal_order' category. If this assumption is correct, the answer would be:\n\nTrue. Reason: Coleoptera is an order of insects, and orders are a taxonomic rank in the classification of living organisms within the animal group.""]",['not found'],['instance hyponym']
avicenniaceae,hypernym,asterid_dicot_family,What is the relationship between 'avicenniaceae' and 'asterid_dicot_family'?,'avicenniaceae' [member of domain topic] 'asterid_dicot_family',['member of domain topic'],hypernym,"['True. Reason: Avicenniaceae is a family of flowering plants commonly known as the mangrove tree family. Asterid dicot family is a category that includes the avicenniaceae family. Therefore, there is a relationship between Avicenniaceae and Asterid dicot family in the knowledge graph.']",['true'],['instance hypernym']
attend,derivationally related form,attention,What is the relationship between 'attend' and 'attention'?,1. 'attend' [derivationally related form] 'attention',['derivationally related form'],derivationally related form,"['False. Reason: The verb ""attend"" is typically used to indicate being present at an event or paying attention to something, but it does not indicate a direct relationship with the noun ""attention.""']",['false'],['has part']
centralization,derivationally related form,centralize,What is the relationship between 'centralization' and 'centralize'?,'centralization' [derivationally related form] 'centralize',['derivationally related form'],derivationally related form,"[""False. Reason: 'Centralization' and 'centralize' are closely related terms, but they do not have a direct relationship in a knowledge graph. 'Centralization' typically refers to the process of concentrating power or control in a central authority, while 'centralize' is the action of making something more centralized. Both terms are related in the context of governance or organization structure, but they are not explicitly linked in a knowledge graph as a subject-predicate-object triple.""]",['false'],"['has part', 'derivationally related form']"
disown,hypernym,reject,What is the relationship between 'disown' and 'reject'?,'disown' [verb group] 'reject',['verb group'],hypernym,"['False. Reason: In general, the relationship between ""disown"" and ""reject"" is not direct. ""Disown"" typically means to refuse to acknowledge or accept something or someone as belonging to oneself, often in the context of a family relationship. On the other hand, ""reject"" usually means to refuse to accept, consider, or acknowledge something. While there may be situations where someone disowns a person or thing and someone else subsequently rejects them, the two actions are distinct in their typical usage and do not directly imply a relationship between each other in a knowledge graph or in common sense.']",['false'],"['hypernym', 'verb group', 'similar to']"
acrobatics,derivationally related form,stunt,What is the relationship between 'acrobatics' and 'stunt'?,'acrobatics' [hypernym] 'stunt'; 'acrobatics' [similar to] 'stunt',"['hypernym', 'similar to']",derivationally related form,"['False. Reason: Acrobatics and stunt are related in the sense that both involve physical movements and skills, but they are not directly interchangeable terms and do not have a defined relationship in a knowledge graph. Acrobatics typically refer to a performance art that involves displays of balance, agility, and coordination, while stunts are often associated with actions performed for entertainment or visual effects in movies or shows.', 'False. Reason: Acrobatics and stunt are related in the sense that both involve performing physical feats, but they are not directly related in a traditional knowledge graph relationship. Acrobatics typically refers to a performance art that involves agility, balance, and coordination, while stunts commonly refer to particularly difficult or dangerous physical feats performed for entertainment purposes, such as in movies or live shows.']","['false', 'false']","['hypernym', 'hyponym']"
conch,hypernym,gastropod,What is the relationship between 'conch' and 'gastropod'?,'conch' [hypernym] 'gastropod',['hypernym'],hypernym,"[""False. Reason: The relationship between 'conch' and 'gastropod' is True. Conchs are a type of gastropod mollusk, so there is a clear taxonomical relationship between the two entities.""]",['false'],['hypernym']
chromatography,hypernym,natural_process,What is the relationship between 'chromatography' and 'natural_process'?,'chromatography' [synset domain topic of] 'natural_process',['synset domain topic of'],hypernym,"['False. Reason: Chromatography is a laboratory technique used for separating mixtures, while natural processes are events that occur in the environment without human intervention. There is no direct relationship between the two concepts.']",['false'],['instance hyponym']
decoration,derivationally related form,dress,What is the relationship between 'decoration' and 'dress'?,1. 'decoration' [has part] 'dress',['has part'],derivationally related form,"[""This question is ambiguous and could potentially have multiple interpretations. One possible interpretation is that 'decoration' could be related to 'dress' in terms of fashion design or clothing embellishments. In this case, the relationship between 'decoration' and 'dress' would be True. However, if we consider a more general interpretation, where 'decoration' is related to interior design or home decor, then the relationship with 'dress' may not be direct. In this case, the relationship between 'decoration' and 'dress' would be False. Please provide more context or specify the type of relationship if you need a more accurate answer.""]",['not found'],"['has part', 'similar to', 'instance hyponym']"
summary_judgment,synset domain topic of,law,What is the relationship between 'summary_judgment' and 'law'?,"1. 'summary_judgment' [instance hypernym] 'law'; 
2. 'summary_judgment' [similar to] 'law'.","['instance hypernym', 'similar to']",synset domain topic of,"['False. Reason: A summary judgment is a legal decision made by a judge in a court case based on the evidence and arguments presented, typically before a full trial. The relationship between ""summary_judgment"" and ""law"" is not a direct relationship. Rather, a summary judgment is a legal procedure used within the context of the law.', ""False. Reason: 'summary_judgment' is a legal term used in the context of a legal proceeding, which is a procedural device in civil litigation that allows for a pretrial judgment to be granted to one party without a full trial. 'law' is a broader concept that encompasses the principles and regulations that govern society as a whole, including but not limited to legal procedures such as summary judgments. While 'summary_judgment' is related to 'law' in the sense that it is used within the legal system, it does not directly represent a relationship between the two entities in a knowledge graph.""]","['false', 'false']","['instance hyponym', 'member of domain topic']"
thief,hypernym,criminal,What is the relationship between 'thief' and 'criminal'?,'thief' [hypernym] 'criminal'; 'thief' [hyponym] 'criminal'; 'thief' [instance hyponym] 'criminal'; 'thief' [similar to] 'criminal',"['hypernym', 'hyponym', 'instance hyponym', 'similar to']",hypernym,"['True. Reason: A thief is a type of criminal, as stealing is considered a criminal act.', 'True. Reason: A thief is a type of criminal, as someone who commits theft is considered a criminal under the law.', 'True. Reason: A thief is a type of criminal, as stealing is considered a criminal act.', 'True. Reason: A thief is a type of criminal, as stealing is a criminal offense.']","['true', 'true', 'true', 'true']","['hyponym', 'instance hyponym']"
tennessee,has part,great_smoky_mountains_national_park,What is the relationship between 'tennessee' and 'great_smoky_mountains_national_park'?,'tennessee' [member of domain region] 'great_smoky_mountains_national_park',['member of domain region'],has part,"['This question is difficult to answer without context because \'Tennessee\' can have various relationships with \'Great Smoky Mountains National Park\'. For instance, one possible relationship could be that \'Great Smoky Mountains National Park\' is located in \'Tennessee\'. If that is the case, the answer would be ""True"". However, if the relationship in question is about ownership, management, or other types of connection, the answer could be different.']",['not found'],"['part of', 'member of domain region']"
separate,derivationally related form,separation,What is the relationship between 'separate' and 'separation'?,'separate' [derivationally related form] 'separation',['derivationally related form'],derivationally related form,"[""True. Reason: The relationship between 'separate' and 'separation' is that 'separation' is a noun form of the verb 'separate'.""]",['true'],"['derivationally related form', 'verb group']"
arthropoda,member meronym,crustacea,What is the relationship between 'arthropoda' and 'crustacea'?,'arthropoda' [member holonym] 'crustacea',['member holonym'],member meronym,"['True. Reason: Arthropoda is the phylum that includes crustaceans like crabs, lobsters, shrimps, and barnacles. Crustacea is a class within the phylum Arthropoda, which means that all crustaceans are a part of the larger group Arthropoda.']",['true'],"['hypernym', 'instance hyponym', 'synset domain topic of']"
tarrietia,hypernym,dilleniid_dicot_genus,What is the relationship between 'tarrietia' and 'dilleniid_dicot_genus'?,'tarrietia' [instance hyponym] 'dilleniid_dicot_genus',['instance hyponym'],hypernym,"[""This relationship seems to be specific to a knowledge graph or domain-specific ontology, and I don't have access to the exact relationships mentioned in that database.""]",['not found'],['instance hyponym']
insemination,hypernym,bodily_process,What is the relationship between 'insemination' and 'bodily_process'?,1. 'insemination' [instance hyponym] 'bodily_process',['instance hyponym'],hypernym,"['False. Reason: Insemination is a specific biological process that involves the introduction of sperm into the female reproductive tract, while bodily_process is a more general term that encompasses a wide range of physiological activities and functions within an organism. There is no direct or specific relationship between insemination and bodily_process in terms of a common sense knowledge graph.']",['false'],['instance hypernym']
civilize,derivationally related form,civilization,What is the relationship between 'civilize' and 'civilization'?,'civilize' [derivationally related form] 'civilization',['derivationally related form'],derivationally related form,"[""True. Reason: The relationship between 'civilize' and 'civilization' is that 'civilize' is the action of making someone or something more cultured or civilized, while 'civilization' refers to a society that has reached an advanced stage of social development, including culture, science, industry, and government. 'Civilization' can be seen as the result of the process of 'civilize'.""]",['true'],['hypernym']
mayetiola,member meronym,hessian_fly,What is the relationship between 'mayetiola' and 'hessian_fly'?,'mayetiola' [hypernym] 'hessian_fly',['hypernym'],member meronym,"[""It seems that 'mayetiola' is a genus of insects commonly known as Mayetiola or commonly known as the Hessian fly. \n\nTrue. Reason: Mayetiola is the scientific name of the Hessian fly, so they are essentially the same entity.""]",['not found'],['hypernym']
jugale,hypernym,craniometric_point,What is the relationship between 'jugale' and 'craniometric_point'?,'jugale' [has part] 'craniometric_point',['has part'],hypernym,"['I don\'t have specific knowledge about the relationship between ""jugale"" and ""craniometric_point"".']",['not found'],['member meronym']
disinter,derivationally related form,exhumation,What is the relationship between 'disinter' and 'exhumation'?,'disinter' [hypernym] 'exhumation',['hypernym'],derivationally related form,"[""True. Reason: The relationship between 'disinter' and 'exhumation' is true. 'Disinter' means to dig up something buried, especially a corpse. 'Exhumation' specifically refers to the act of digging up a corpse from the ground, which aligns with the action of 'disinter'. Hence, there is a direct relationship between the two entities.""]",['true'],"['hypernym', 'verb group']"
excise,hypernym,indirect_tax,What is the relationship between 'excise' and 'indirect_tax'?,'excise' [hypernym] 'indirect_tax',['hypernym'],hypernym,['True. Reason: Excise tax is a type of indirect tax.'],['true'],['hypernym']
misrepresentation,hypernym,falsehood,What is the relationship between 'misrepresentation' and 'falsehood'?,'misrepresentation' [hyponym] 'falsehood',['hyponym'],hypernym,"['False. Reason: Misrepresentation and falsehood are very closely related concepts, as both involve giving a false or misleading impression. Misrepresentation is generally considered a broader term that can encompass various forms of deceit or distortion, while falsehood specifically refers to something that is not true. Thus, it is reasonable to say that there is a relationship between the two, with falsehood being a specific type of misrepresentation.']",['false'],['hyponym']
encephalogram,hypernym,roentgenogram,What is the relationship between 'encephalogram' and 'roentgenogram'?,'encephalogram' [synset domain topic of] 'roentgenogram',['synset domain topic of'],hypernym,"[""False. Reason: 'Encephalogram' and 'roentgenogram' are both medical imaging techniques used to visualize different parts of the body. However, they are used for different purposes - encephalogram is used to visualize the brain activity through recording electrical activity, while roentgenogram (also known as X-ray) is used to visualize the internal structures of the body by passing X-ray beams. There is no direct relationship between the two in a knowledge graph based on common sense.""]",['false'],['synset domain usage of']
fill,derivationally related form,filler,What is the relationship between 'fill' and 'filler'?,'fill' [hypernym] 'filler',['hypernym'],derivationally related form,"[""False. Reason: 'fill' and 'filler' do not have a direct relationship in a knowledge graph based on common sense. 'Fill' is a verb meaning to make or become full while 'filler' is a noun referring to a substance used to fill gaps or spaces.""]",['false'],"['has part', 'derivationally related form']"
spermatophyta,hypernym,division,What is the relationship between 'spermatophyta' and 'division'?,'spermatophyta' [hypernym] 'division',['hypernym'],hypernym,"[""False. Reason: 'Spermatophyta' and 'division' do not have a direct relationship in a knowledge graph based on common sense. 'Spermatophyta' is a seed plant group that includes angiosperms (flowering plants) and gymnosperms (conifers, cycads, etc.), while 'division' is a term commonly used in biology to denote a taxonomic rank below kingdom and above class. These two entities do not have a direct relationship between them in the context of a knowledge graph.""]",['false'],"['hypernym', 'member of domain topic']"
hominidae,member meronym,genus_homo,What is the relationship between 'hominidae' and 'genus_homo'?,'hominidae' [member of domain region] 'genus_homo',['member of domain region'],member meronym,"[""True. Reason: The relationship between 'hominidae' and 'genus_homo' is that 'genus_homo' belongs to the classification of the 'hominidae' family. Hominidae is the biological family that includes modern humans (Homo sapiens) as well as our extinct human relatives and ancestors, while 'genus_homo' specifically refers to the genus of great apes that includes modern humans and their close relatives.""]",['true'],"['member of domain topic', 'instance hypernym']"
