head,relation,tail,Label,head_id,relation_id,tail_id,prompt,response,pred_relation,true_relation,verification
Sergey Lazarev,country of citizenship,Greece,0,Q381884,P27,Q41,What is the relationship between 'Sergey Lazarev' and 'Greece'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Malaysia,member of,International Bank for Reconstruction and Development,1,Q833,P463,Q191384,What is the relationship between 'Malaysia' and 'International Bank for Reconstruction and Development'?,Relationship is ambiguous,['relationship is ambiguous'],member of,['relationship is ambiguous']
Jon Bon Jovi,country of citizenship,Canada,0,Q150916,P27,Q16,What is the relationship between 'Jon Bon Jovi' and 'Canada'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
David Walliams,occupation,author,1,Q359665,P106,Q482980,What is the relationship between 'David Walliams' and 'author'?,'David Walliams' [occupation] 'author',['occupation'],occupation,"['True. Reason: David Walliams is a known author, having written multiple popular children\'s books such as ""The Boy in the Dress"" and ""Gangsta Granny"".']"
Tara Strong,place of birth,New York City,0,Q4029,P19,Q60,What is the relationship between 'Tara Strong' and 'New York City'?,'Tara Strong' [residence] 'New York City',['residence'],relationship is ambiguous,"[""False. Reason: Tara Strong's residence is not New York City based on publicly available information.""]"
David Byrne,instrument,guitar,1,Q336640,P1303,Q6607,What is the relationship between 'David Byrne' and 'guitar'?,'David Byrne' [instrument] 'guitar',['instrument'],instrument,"['False. Reason: David Byrne is a musician known for playing the guitar, but it is not accurate to say that his relationship with the instrument is ""guitar"" in a knowledge graph context. It would be more appropriate to represent this relationship as ""David Byrne plays the guitar"" or ""David Byrne is a guitarist"".']"
Kurt Vonnegut,occupation,playwright,1,Q49074,P106,Q214917,What is the relationship between 'Kurt Vonnegut' and 'playwright'?,'Kurt Vonnegut' [occupation] 'playwright',['occupation'],occupation,"['False. Reason: Kurt Vonnegut was not a playwright; he was an American writer known primarily for his novels, such as ""Slaughterhouse-Five"" and ""Cat\'s Cradle"".']"
South Africa,member of,Missile Technology Control Regime,1,Q258,P463,Q1072120,What is the relationship between 'South Africa' and 'Missile Technology Control Regime'?,Relationship is ambiguous,['relationship is ambiguous'],member of,['relationship is ambiguous']
W. H. Auden,spouse,Seamus Heaney,0,Q178698,P26,Q93356,What is the relationship between 'W. H. Auden' and 'Seamus Heaney'?,'W. H. Auden' [influenced by] 'Seamus Heaney',['influenced by'],relationship is ambiguous,"['False. Reason: W. H. Auden and Seamus Heaney were both influential poets in their own right, but there is no direct evidence or widely-recognized information to suggest that W. H. Auden was influenced by Seamus Heaney.']"
Sun Ra,cause of death,pneumonia,1,Q354508,P509,Q12192,What is the relationship between 'Sun Ra' and 'pneumonia'?,Relationship is ambiguous,['relationship is ambiguous'],cause of death,['relationship is ambiguous']
Bruce Willis,residence,Los Angeles,1,Q2680,P551,Q65,What is the relationship between 'Bruce Willis' and 'Los Angeles'?,'Bruce Willis' [residence] 'Los Angeles',['residence'],residence,"['True. Reason: Bruce Willis has been known to reside in Los Angeles, so the relationship between Bruce Willis and Los Angeles as his residence is true based on common knowledge.']"
Brigitte Bardot,place of birth,Paris,1,Q36268,P19,Q90,What is the relationship between 'Brigitte Bardot' and 'Paris'?,'Brigitte Bardot' [residence] 'Paris',['residence'],place of birth,"['False. Reason: Brigitte Bardot was born in Paris, France, but she is known to have moved and lived in various places throughout her life. While she may have spent time in Paris, it is not accurate to say that Paris was her sole or permanent residence.']"
Ève Curie,occupation,pianist,1,Q230068,P106,Q486748,What is the relationship between 'Ève Curie' and 'pianist'?,Relationship is ambiguous,['relationship is ambiguous'],occupation,['relationship is ambiguous']
Kelly Rowland,occupation,singer,1,Q184249,P106,Q177220,What is the relationship between 'Kelly Rowland' and 'singer'?,'Kelly Rowland' [occupation] 'singer',['occupation'],occupation,"[""True. Reason: Kelly Rowland is a known singer, having been a member of the girl group Destiny's Child and having a successful solo career in the music industry.""]"
Adriano Celentano,occupation,actor,1,Q199943,P106,Q33999,What is the relationship between 'Adriano Celentano' and 'actor'?,'Adriano Celentano' [occupation] 'actor',['occupation'],occupation,"['True. Reason: Adriano Celentano is known for being an actor in addition to being a singer, songwriter, comedian, director, and television host.']"
Saint Lucia,official language,American English,0,Q760,P37,Q7976,What is the relationship between 'Saint Lucia' and 'American English'?,'Saint Lucia' [official language] 'American English',['official language'],relationship is ambiguous,['True. Reason: American English is one of the official languages of Saint Lucia.']
Josephine Baker,country of citizenship,Taiwan,0,Q151972,P27,Q865,What is the relationship between 'Josephine Baker' and 'Taiwan'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Sofia Kovalevskaya,country of citizenship,Norway,0,Q184535,P27,Q20,What is the relationship between 'Sofia Kovalevskaya' and 'Norway'?,Sofia Kovalevskaya [place of residence] Norway,['place of residence'],relationship is ambiguous,"[""False. Reason: Sofia Kovalevskaya's place of residence was primarily in Russia, followed by Germany and then France. There is no known link between her and Norway in terms of residence.""]"
Dalida,country of citizenship,Sweden,0,Q539171,P27,Q34,What is the relationship between 'Dalida' and 'Sweden'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Harold Bloom,influenced by,Samuel Johnson,1,Q345612,P737,Q183266,What is the relationship between 'Harold Bloom' and 'Samuel Johnson'?,'Harold Bloom' [influenced by] 'Samuel Johnson',['influenced by'],influenced by,"['False. Reason: Harold Bloom (1930-2019) was an American literary critic and writer, while Samuel Johnson (1709-1784) was an English writer and lexicographer. Since Harold Bloom lived after Samuel Johnson, it is not possible for Harold Bloom to be influenced by Samuel Johnson.']"
MC Hammer,genre,gospel music,1,Q295923,P136,Q180268,What is the relationship between 'MC Hammer' and 'gospel music'?,'MC Hammer' [genre] 'gospel music',['genre'],genre,"['False. Reason: MC Hammer is more famously known for his contributions to the genres of hip hop and pop music, rather than gospel music.']"
Jan Josef Liefers,occupation,singer,1,Q214574,P106,Q177220,What is the relationship between 'Jan Josef Liefers' and 'singer'?,'Jan Josef Liefers' [occupation] 'singer'.,['occupation'],occupation,"['False. Reason: Jan Josef Liefers is known for being an actor and musician, but not specifically as a singer.']"
Ilya Ilf,country of citizenship,United Kingdom of Great Britain and Ireland,0,Q471443,P27,Q174193,What is the relationship between 'Ilya Ilf' and 'United Kingdom of Great Britain and Ireland'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Ilya Ehrenburg,place of death,Moscow,1,Q348497,P20,Q649,What is the relationship between 'Ilya Ehrenburg' and 'Moscow'?,'Ilya Ehrenburg' [residence] 'Moscow',['residence'],place of death,"['True. Reason: Ilya Ehrenburg, a prominent Soviet writer and journalist, lived in Moscow for a significant part of his life.']"
Anthony Kiedis,occupation,record producer,0,Q204751,P106,Q183945,What is the relationship between 'Anthony Kiedis' and 'record producer'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Mikhail Zadornov,country of citizenship,Sweden,0,Q2622688,P27,Q34,What is the relationship between 'Mikhail Zadornov' and 'Sweden'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Gilles Deleuze,influenced by,Henri Bergson,1,Q184226,P737,Q42156,What is the relationship between 'Gilles Deleuze' and 'Henri Bergson'?,'Gilles Deleuze' [influenced by] 'Henri Bergson',['influenced by'],influenced by,"[""True. Reason: Gilles Deleuze was heavily influenced by the French philosopher Henri Bergson, particularly in his metaphysics and theory of time. Deleuze frequently referenced Bergson's ideas in his own work and considered him to be a major influence on his philosophical thought.""]"
São Tomé and Príncipe,member of,UNESCO,1,Q1039,P463,Q7809,What is the relationship between 'São Tomé and Príncipe' and 'UNESCO'?,'São Tomé and Príncipe' [member of] 'UNESCO',['member of'],member of,"['True. Reason: São Tomé and Príncipe is a member of UNESCO, as it is a sovereign state that has joined the United Nations Educational, Scientific and Cultural Organization (UNESCO) to participate in its programs and activities related to education, science, culture, and communication.']"
Selena Gomez,occupation,actor,1,Q83287,P106,Q33999,What is the relationship between 'Selena Gomez' and 'actor'?,'Selena Gomez' [occupation] 'actor',['occupation'],occupation,"['True. Reason: Selena Gomez is known for her career as an actor in movies, TV shows, and music videos.']"
Chile,diplomatic relation,Malaysia,1,Q298,P530,Q833,What is the relationship between 'Chile' and 'Malaysia'?,Relationship is ambiguous,['relationship is ambiguous'],diplomatic relation,['relationship is ambiguous']
Tamer Hosny,occupation,singer-songwriter,1,Q1391164,P106,Q488205,What is the relationship between 'Tamer Hosny' and 'singer-songwriter'?,'Tamer Hosny' [occupation] 'singer-songwriter',['occupation'],occupation,"['True. Reason: Tamer Hosny is indeed a well-known Egyptian singer-songwriter, so the relationship between Tamer Hosny and the occupation of singer-songwriter is true.']"
Wolfgang Schadewaldt,occupation,politician,0,Q67526,P106,Q82955,What is the relationship between 'Wolfgang Schadewaldt' and 'politician'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Dmitri Kabalevsky,"languages spoken, written, or signed",Czech,0,Q153776,P1412,Q9056,What is the relationship between 'Dmitri Kabalevsky' and 'Czech'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
John Travolta,occupation,film director,0,Q80938,P106,Q2526255,What is the relationship between 'John Travolta' and 'film director'?,Relationship is ambiguous.,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Tara Strong,residence,Los Angeles,1,Q4029,P551,Q65,What is the relationship between 'Tara Strong' and 'Los Angeles'?,'Tara Strong' [residence] 'Los Angeles',['residence'],residence,"[""False. Reason: Tara Strong's residence is not specifically Los Angeles. She is a Canadian-American voice actress who has lived and worked in various cities for her career, so it cannot be definitively stated that her residence is Los Angeles.""]"
Russia,diplomatic relation,Japan,1,Q159,P530,Q17,What is the relationship between 'Russia' and 'Japan'?,'Russia' [diplomatic relation] 'Japan',['diplomatic relation'],diplomatic relation,['False. Reason: Russia having diplomatic relations with Japan is a common knowledge fact and is true.']
Mort Shuman,country of citizenship,United Kingdom,0,Q1353559,P27,Q145,What is the relationship between 'Mort Shuman' and 'United Kingdom'?,Mort Shuman [place of death] United Kingdom,['place of death'],relationship is ambiguous,"['False. Reason: Mort Shuman, an American songwriter and singer, died in the United Kingdom, but that does not mean his place of death was the United Kingdom since he died in London, England, which is a city within the United Kingdom. The correct relationship should be ""Mort Shuman [\'place of death\'] London, England"" or similar.']"
Marlon Jackson,sibling,Jackie Jackson,1,Q319392,P3373,Q44855,What is the relationship between 'Marlon Jackson' and 'Jackie Jackson'?,'Marlon Jackson' [sibling] 'Jackie Jackson',['sibling'],sibling,['True. Reason: Marlon Jackson and Jackie Jackson are siblings as members of the Jackson family.']
Greece,diplomatic relation,Argentina,1,Q41,P530,Q414,What is the relationship between 'Greece' and 'Argentina'?,'Greece' [diplomatic relation] 'Argentina',['diplomatic relation'],diplomatic relation,"['False. Reason: It is unlikely for two countries to not have any diplomatic relations. Countries generally establish diplomatic relations with each other to facilitate communication, cooperation, and negotiation on various matters.']"
Albert Szent-Györgyi,member of,Bavarian Academy of Sciences and Humanities,0,Q180468,P463,Q684415,What is the relationship between 'Albert Szent-Györgyi' and 'Bavarian Academy of Sciences and Humanities'?,'Albert Szent-Györgyi' [member of] 'Bavarian Academy of Sciences and Humanities',['member of'],relationship is ambiguous,['False. Reason: Albert Szent-Györgyi was not a member of the Bavarian Academy of Sciences and Humanities.']
Finland,member of,European Southern Observatory,1,Q33,P463,Q151991,What is the relationship between 'Finland' and 'European Southern Observatory'?,Relationship is ambiguous,['relationship is ambiguous'],member of,['relationship is ambiguous']
Sudan,member of,Arab League,1,Q1049,P463,Q7172,What is the relationship between 'Sudan' and 'Arab League'?,'Sudan' [member of] 'Arab League',['member of'],member of,"['True. Reason: Sudan is a member of the Arab League, which is a regional organization of Arab states in and around North Africa and the Middle East.']"
Robin Gibb,country of citizenship,Germany,0,Q188482,P27,Q183,What is the relationship between 'Robin Gibb' and 'Germany'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
"Washington, D.C.",country,United States of America,1,Q61,P17,Q30,"What is the relationship between 'Washington, D.C.' and 'United States of America'?","'Washington, D.C.' [capital] 'United States of America'",['capital'],country,"['True. Reason: Washington, D.C. is the capital of the United States of America.']"
Master P,instrument,voice,1,Q722042,P1303,Q17172850,What is the relationship between 'Master P' and 'voice'?,'Master P' [instrument] 'voice',['instrument'],instrument,"['False. Reason: Master P is a rapper, actor, and entrepreneur known for his work in the music industry, particularly in hip-hop. He is not known for playing a musical instrument, so the relationship between Master P and the instrument (voice) seems inaccurate.']"
Miguel,country of citizenship,Taiwan,0,Q73463,P27,Q865,What is the relationship between 'Miguel' and 'Taiwan'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Léo Ferré,instrument,piano,1,Q320146,P1303,Q5994,What is the relationship between 'Léo Ferré' and 'piano'?,'Léo Ferré' [instrument] 'piano',['instrument'],instrument,"['False. Reason: Léo Ferré is a French singer-songwriter and composer, not known for playing the piano as a musical instrument.']"
Jimmy Fallon,instrument,guitar,1,Q335680,P1303,Q6607,What is the relationship between 'Jimmy Fallon' and 'guitar'?,'Jimmy Fallon' [instrument] 'guitar',['instrument'],instrument,"['True. Reason: Jimmy Fallon is known for playing the guitar on his late-night talk show, as well as in various skits and musical performances.']"
Bulat Okudzhava,country of citizenship,Russia,1,Q239652,P27,Q159,What is the relationship between 'Bulat Okudzhava' and 'Russia'?,'Bulat Okudzhava' [country of origin] 'Russia',['country of origin'],country of citizenship,"['True. Reason: Bulat Okudzhava was a Russian poet, writer, and singer-songwriter, hence it is common knowledge that his country of origin is Russia.']"
Netherlands,country,Austria,0,Q55,P17,Q40,What is the relationship between 'Netherlands' and 'Austria'?,'Netherlands' [diplomatic relation] 'Austria',['diplomatic relation'],relationship is ambiguous,"['True. Reason: It is common for countries to have diplomatic relations with each other, so it is likely that Netherlands and Austria have diplomatic relations.']"
Australia,continent,Oceania,1,Q408,P30,Q538,What is the relationship between 'Australia' and 'Oceania'?,'Australia' [part of] 'Oceania',['part of'],continent,"['True. Reason: Australia is geographically located within the continent of Oceania, therefore it is a part of the Oceania region.']"
Stefan Zweig,place of birth,Vienna,1,Q78491,P19,Q1741,What is the relationship between 'Stefan Zweig' and 'Vienna'?,'Stefan Zweig' [place of birth] 'Vienna',['place of birth'],place of birth,"['True. Reason: Stefan Zweig was born in Vienna, Austria. So, the relationship ""Stefan Zweig [place of birth] Vienna"" is true.']"
Veniamin Smekhov,occupation,film producer,0,Q183535,P106,Q3282637,What is the relationship between 'Veniamin Smekhov' and 'film producer'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
EMI,country,People's Republic of China,0,Q183412,P17,Q148,What is the relationship between 'EMI' and 'People's Republic of China'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Russell Brand,spouse,Adam Sandler,0,Q296609,P26,Q132952,What is the relationship between 'Russell Brand' and 'Adam Sandler'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Nikolay Basov,"languages spoken, written, or signed",Russian,1,Q83557,P1412,Q7737,What is the relationship between 'Nikolay Basov' and 'Russian'?,'Nikolay Basov' [country of citizenship] 'Russian',['country of citizenship'],"languages spoken, written, or signed",['True. Reason: Nikolay Basov was a Russian physicist and was a citizen of Russia.']
Sebastian Haffner,occupation,politician,0,Q57535,P106,Q82955,What is the relationship between 'Sebastian Haffner' and 'politician'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Ani Lorak,country of citizenship,Russia,0,Q237081,P27,Q159,What is the relationship between 'Ani Lorak' and 'Russia'?,'Ani Lorak' [performed at] 'Russia',['performed at'],relationship is ambiguous,['True. Reason: Ani Lorak is a Ukrainian singer who has performed in Russia multiple times throughout her career.']
Bret Easton Ellis,country of citizenship,United States of America,1,Q241583,P27,Q30,What is the relationship between 'Bret Easton Ellis' and 'United States of America'?,'Bret Easton Ellis' [country of citizenship] 'United States of America',['country of citizenship'],country of citizenship,"['True. Reason: Bret Easton Ellis is a well-known American author, hence it is correct to say that his country of citizenship is the United States of America.']"
Italy,member of,Universal Postal Union,1,Q38,P463,Q17495,What is the relationship between 'Italy' and 'Universal Postal Union'?,'Italy' [member of] 'Universal Postal Union',['member of'],member of,"['False. Reason: Italy is a member of the Universal Postal Union, so the relationship is True.']"
Paul Valéry,occupation,journalist,1,Q200639,P106,Q1930187,What is the relationship between 'Paul Valéry' and 'journalist'?,Relationship is ambiguous,['relationship is ambiguous'],occupation,['relationship is ambiguous']
Guglielmo Marconi,country of citizenship,Russia,0,Q36488,P27,Q159,What is the relationship between 'Guglielmo Marconi' and 'Russia'?,Relationship is ambiguous.,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Bruce Springsteen,"languages spoken, written, or signed",Arabic,0,Q1225,P1412,Q13955,What is the relationship between 'Bruce Springsteen' and 'Arabic'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Ève Curie,sibling,Julian Lennon,0,Q230068,P3373,Q357974,What is the relationship between 'Ève Curie' and 'Julian Lennon'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
James Taylor,spouse,Kurt Cobain,0,Q310300,P26,Q8446,What is the relationship between 'James Taylor' and 'Kurt Cobain'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Germany,member of,International Bank for Reconstruction and Development,1,Q183,P463,Q191384,What is the relationship between 'Germany' and 'International Bank for Reconstruction and Development'?,'Germany' [member of] 'International Bank for Reconstruction and Development',['member of'],member of,"['False. Reason: Germany is a member of the International Bank for Reconstruction and Development, along with several other countries.']"
Portugal,member of,Interpol,1,Q45,P463,Q8475,What is the relationship between 'Portugal' and 'Interpol'?,'Portugal' [member of] 'Interpol',['member of'],member of,['False. Reason: Portugal is a member of Interpol as it is one of the member countries of the International Criminal Police Organization (Interpol).']
Saint Petersburg Academy of Sciences,country,United Kingdom of Great Britain and Ireland,0,Q4345832,P17,Q174193,What is the relationship between 'Saint Petersburg Academy of Sciences' and 'United Kingdom of Great Britain and Ireland'?,'Saint Petersburg Academy of Sciences' [diplomatic relation] 'United Kingdom of Great Britain and Ireland',['diplomatic relation'],relationship is ambiguous,"['False. Reason: Saint Petersburg Academy of Sciences is a scientific institution based in Russia, while the United Kingdom of Great Britain and Ireland is a sovereign state. The relationship ""diplomatic relation"" does not exist between a scientific institution and a sovereign state.']"
Irène Joliot-Curie,sibling,Frédéric Joliot-Curie,0,Q7504,P3373,Q150989,What is the relationship between 'Irène Joliot-Curie' and 'Frédéric Joliot-Curie'?,'Irène Joliot-Curie' [spouse] 'Frédéric Joliot-Curie',['spouse'],relationship is ambiguous,['True. Reason: Irène Joliot-Curie and Frédéric Joliot-Curie were married.']
Angie Stone,country of citizenship,Australia,0,Q241660,P27,Q408,What is the relationship between 'Angie Stone' and 'Australia'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Sean Combs,instrument,voice,1,Q216936,P1303,Q17172850,What is the relationship between 'Sean Combs' and 'voice'?,'Sean Combs' [instrument] 'voice',['instrument'],instrument,"['False. Reason: Sean Combs is a music producer and entrepreneur, not known for playing any musical instruments or being recognized for his vocal abilities.']"
Manfred Eigen,educated at,University of Göttingen,1,Q76600,P69,Q152838,What is the relationship between 'Manfred Eigen' and 'University of Göttingen'?,'Manfred Eigen' [educated at] 'University of Göttingen',['educated at'],educated at,"['True. Reason: Manfred Eigen, a German biophysical chemist, was indeed educated at the University of Göttingen, where he obtained his Ph.D. in chemistry in 1951.']"
Jaroslav Vrchlický,occupation,politician,1,Q461104,P106,Q82955,What is the relationship between 'Jaroslav Vrchlický' and 'politician'?,Relationship is ambiguous,['relationship is ambiguous'],occupation,['relationship is ambiguous']
Georgia,diplomatic relation,Turkey,1,Q230,P530,Q43,What is the relationship between 'Georgia' and 'Turkey'?,'Georgia' [country] 'Turkey',['country'],diplomatic relation,"['True. Reason: Georgia and Turkey are neighboring countries in reality, so it is true that Georgia is a country that shares a border with Turkey.']"
Dmitri Kabalevsky,"languages spoken, written, or signed",Hebrew,0,Q153776,P1412,Q9288,What is the relationship between 'Dmitri Kabalevsky' and 'Hebrew'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Mario Vargas Llosa,influenced by,Michel de Montaigne,0,Q39803,P737,Q41568,What is the relationship between 'Mario Vargas Llosa' and 'Michel de Montaigne'?,'Mario Vargas Llosa' [influenced by] 'Michel de Montaigne'.,['influenced by'],relationship is ambiguous,"['True. Reason: Mario Vargas Llosa, a well-known Peruvian writer and Nobel Prize in Literature laureate, has cited Michel de Montaigne, a French philosopher from the Renaissance period, as one of his influences in his works.']"
Burundi,member of,International Centre for Settlement of Investment Disputes,1,Q967,P463,Q899770,What is the relationship between 'Burundi' and 'International Centre for Settlement of Investment Disputes'?,Relationship is ambiguous,['relationship is ambiguous'],member of,['relationship is ambiguous']
Colombia,member of,Multilateral Investment Guarantee Agency,1,Q739,P463,Q1043527,What is the relationship between 'Colombia' and 'Multilateral Investment Guarantee Agency'?,'Colombia' [member of] 'Multilateral Investment Guarantee Agency' ,['member of'],member of,"['False. Reason: Colombia is a member of the Multilateral Investment Guarantee Agency (MIGA), which is part of the World Bank Group.']"
Roy Orbison,country of citizenship,United Kingdom,0,Q188426,P27,Q145,What is the relationship between 'Roy Orbison' and 'United Kingdom'?,'Roy Orbison' [country] 'United Kingdom',['country'],relationship is ambiguous,"['False. Reason: Roy Orbison, the American singer-songwriter, is not from the United Kingdom. He is from the United States.']"
Jaan Kaplinski,country of citizenship,United Kingdom of Great Britain and Ireland,0,Q467482,P27,Q174193,What is the relationship between 'Jaan Kaplinski' and 'United Kingdom of Great Britain and Ireland'?,The relationship between 'Jaan Kaplinski' and 'United Kingdom of Great Britain and Ireland' is ambiguous.,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Russell Brand,occupation,actor,1,Q296609,P106,Q33999,What is the relationship between 'Russell Brand' and 'actor'?,'Russell Brand' [occupation] 'actor',['occupation'],occupation,"['True. Reason: Russell Brand is indeed known for being an actor, so the relationship between Russell Brand and the occupation of an actor is true.']"
Lance Bass,occupation,autobiographer,1,Q443120,P106,Q18814623,What is the relationship between 'Lance Bass' and 'autobiographer'?,'Lance Bass' [occupation] 'autobiographer',['occupation'],occupation,"['False. Reason: Lance Bass is known as a singer, actor, and former member of the boy band NSYNC. While he may have written a biography or memoir, he is not primarily known as an autobiographer by profession.']"
Thomas Carlyle,field of work,astronomy,0,Q151403,P101,Q333,What is the relationship between 'Thomas Carlyle' and 'astronomy'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Alla Pugacheva,genre,rock music,0,Q80510,P136,Q11399,What is the relationship between 'Alla Pugacheva' and 'rock music'?,'Alla Pugacheva' [genre] 'rock music',['genre'],relationship is ambiguous,['False. Reason: Alla Pugacheva is a Russian singer known for her contributions to pop music and has not been associated with rock music in her career.']
Marietta Shaginyan,place of birth,Budapest,0,Q440996,P19,Q1781,What is the relationship between 'Marietta Shaginyan' and 'Budapest'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Mikhail Lermontov,place of birth,Chicago,0,Q46599,P19,Q1297,What is the relationship between 'Mikhail Lermontov' and 'Chicago'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Gabriel García Márquez,country of citizenship,Ireland,0,Q5878,P27,Q27,What is the relationship between 'Gabriel García Márquez' and 'Ireland'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Jaan Kaplinski,country of citizenship,United Kingdom,0,Q467482,P27,Q145,What is the relationship between 'Jaan Kaplinski' and 'United Kingdom'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Bruce Willis,country of citizenship,India,0,Q2680,P27,Q668,What is the relationship between 'Bruce Willis' and 'India'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Willie Nelson,instrument,voice,1,Q206112,P1303,Q17172850,What is the relationship between 'Willie Nelson' and 'voice'?,'Willie Nelson' [instrument] 'voice',['instrument'],instrument,"['False. Reason: Willie Nelson is a musician known for playing the guitar and singing, but not specifically known for playing a particular instrument called ""voice"".']"
Montesquieu,country of citizenship,Italy,0,Q15975,P27,Q38,What is the relationship between 'Montesquieu' and 'Italy'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
East Timor,member of,Alliance of Small Island States,1,Q574,P463,Q496967,What is the relationship between 'East Timor' and 'Alliance of Small Island States'?,'East Timor' [member of] 'Alliance of Small Island States',['member of'],member of,"['True. Reason: East Timor is a member of the Alliance of Small Island States (AOSIS), a coalition of small island and low-lying coastal countries that share similar development challenges and concerns about the environment.']"
Henri Becquerel,country of citizenship,Italy,0,Q41269,P27,Q38,What is the relationship between 'Henri Becquerel' and 'Italy'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
RuPaul,occupation,film producer,1,Q705715,P106,Q3282637,What is the relationship between 'RuPaul' and 'film producer'?,'RuPaul' [occupation] 'film producer',['occupation'],occupation,"['False. Reason: RuPaul is primarily known as a drag queen, television personality, and singer-songwriter, rather than a film producer.']"
Nepal,member of,International Bank for Reconstruction and Development,1,Q837,P463,Q191384,What is the relationship between 'Nepal' and 'International Bank for Reconstruction and Development'?,'Nepal' [member of] 'International Bank for Reconstruction and Development',['member of'],member of,"['False. Reason: Nepal is a member of the International Monetary Fund (IMF) and not the International Bank for Reconstruction and Development (IBRD). The IBRD is a sister organization of the IMF, but membership in one does not automatically imply membership in the other.']"
Konstantin Simonov,country of citizenship,Austria-Hungary,0,Q44695,P27,Q28513,What is the relationship between 'Konstantin Simonov' and 'Austria-Hungary'?,'Konstantin Simonov' [diplomatic relation] 'Austria-Hungary',['diplomatic relation'],relationship is ambiguous,"['False. Reason: Konstantin Simonov was a Soviet poet and writer, while Austria-Hungary was dissolved in 1918, before Simonov was even born. There would not have been a direct diplomatic relation between Simonov and Austria-Hungary.']"
Valery Meladze,genre,pop music,1,Q2086086,P136,Q37073,What is the relationship between 'Valery Meladze' and 'pop music'?,'Valery Meladze' [genre] 'pop music',['genre'],genre,"['False. Reason: Valery Meladze is a Russian singer known for pop and pop-rock genres, not pop music.']"
Guyana,official language,Swedish,0,Q734,P37,Q9027,What is the relationship between 'Guyana' and 'Swedish'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Melanie C,genre,rock music,0,Q151830,P136,Q11399,What is the relationship between 'Melanie C' and 'rock music'?,'Melanie C' [genre] 'rock music',['genre'],relationship is ambiguous,"['False. Reason: Melanie C is known for being a pop music artist, not a rock music artist.']"
J. J. Abrams,country of citizenship,Switzerland,0,Q188137,P27,Q39,What is the relationship between 'J. J. Abrams' and 'Switzerland'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
England,country,Poland,0,Q21,P17,Q36,What is the relationship between 'England' and 'Poland'?,'England' [country] 'Poland',['country'],relationship is ambiguous,"['True. Reason: England and Poland are both countries, so the relationship ""England is a country"" is true.']"
