head,relation,tail,Label,head_id,relation_id,tail_id,prompt,response,pred_relation,true_relation,verification
Albert Szent-Györgyi,member of,Bavarian Academy of Sciences and Humanities,0,Q180468,P463,Q684415,What is the relationship between 'Albert Szent-Györgyi' and 'Bavarian Academy of Sciences and Humanities'?,Albert Szent-Györgyi [member of] Bavarian Academy of Sciences and Humanities,['member of'],relationship is ambiguous,"['False. Reason: Albert Szent-Györgyi was a Hungarian physiologist who won the Nobel Prize in Physiology or Medicine in 1937, but he was not a member of the Bavarian Academy of Sciences and Humanities, which is located in Germany and primarily consists of scholars from that region.']"
Finland,member of,European Southern Observatory,1,Q33,P463,Q151991,What is the relationship between 'Finland' and 'European Southern Observatory'?,Finland [member of] European Southern Observatory,['member of'],member of,['False. Reason: Finland is not a member of the European Southern Observatory. The European Southern Observatory (ESO) is an intergovernmental organization for astronomical research and Finland is not one of the member countries of the ESO.']
Sudan,member of,Arab League,1,Q1049,P463,Q7172,What is the relationship between 'Sudan' and 'Arab League'?,Sudan [member of] Arab League,['member of'],member of,"['True. Reason: Sudan is indeed a member of the Arab League, which is a regional organization of Arab countries in and around North Africa and the Middle East.']"
Robin Gibb,country of citizenship,Germany,0,Q188482,P27,Q183,What is the relationship between 'Robin Gibb' and 'Germany'?,Robin Gibb [country of citizenship] Germany,['country of citizenship'],relationship is ambiguous,"['False. Reason: Robin Gibb, a member of the Bee Gees, was born in the Isle of Man and was a British national. He did not have German citizenship, so the relationship ""Robin Gibb - country of citizenship - Germany"" is false based on common knowledge.']"
"Washington, D.C.",country,United States of America,1,Q61,P17,Q30,"What is the relationship between 'Washington, D.C.' and 'United States of America'?","Washington, D.C. [capital] United States of America",['capital'],country,"['True. Reason: Washington, D.C. is the capital city of the United States of America.']"
Master P,instrument,voice,1,Q722042,P1303,Q17172850,What is the relationship between 'Master P' and 'voice'?,Relationship is ambiguous.,['relationship is ambiguous'],instrument,['relationship is ambiguous']
Miguel,country of citizenship,Taiwan,0,Q73463,P27,Q865,What is the relationship between 'Miguel' and 'Taiwan'?,Miguel [country of citizenship] Taiwan,['country of citizenship'],relationship is ambiguous,['False. Reason: Miguel is not a citizen of Taiwan.']
Léo Ferré,instrument,piano,1,Q320146,P1303,Q5994,What is the relationship between 'Léo Ferré' and 'piano'?,Léo Ferré [instrument] piano,['instrument'],instrument,['True. Reason: Léo Ferré was a French poet and composer who was known to play piano.']
Jimmy Fallon,instrument,guitar,1,Q335680,P1303,Q6607,What is the relationship between 'Jimmy Fallon' and 'guitar'?,Jimmy Fallon [instrument] guitar,['instrument'],instrument,"['True. Reason: Jimmy Fallon is known for playing the guitar on his show, ""The Tonight Show Starring Jimmy Fallon"", where he often performs musical sketches and plays instruments, including the guitar.']"
Bulat Okudzhava,country of citizenship,Russia,1,Q239652,P27,Q159,What is the relationship between 'Bulat Okudzhava' and 'Russia'?,Bulat Okudzhava [country of citizenship] Russia,['country of citizenship'],country of citizenship,"['True. Reason: Bulat Okudzhava was a Soviet and Russian poet, writer, musician, and singer-songwriter, so it is true that he was a citizen of Russia.']"
Netherlands,country,Austria,0,Q55,P17,Q40,What is the relationship between 'Netherlands' and 'Austria'?,Netherlands [neighboring country] Austria,['neighboring country'],relationship is ambiguous,['True. Reason: The Netherlands and Austria share a border and are neighboring countries in Europe.']
Australia,continent,Oceania,1,Q408,P30,Q538,What is the relationship between 'Australia' and 'Oceania'?,Australia [continent] Oceania,['continent'],continent,['True. Reason: Australia is a country located in the continent of Oceania.']
Stefan Zweig,place of birth,Vienna,1,Q78491,P19,Q1741,What is the relationship between 'Stefan Zweig' and 'Vienna'?,Stefan Zweig [place of birth] Vienna,['place of birth'],place of birth,"['True. Reason: Stefan Zweig was indeed born in Vienna, Austria.']"
Veniamin Smekhov,occupation,film producer,0,Q183535,P106,Q3282637,What is the relationship between 'Veniamin Smekhov' and 'film producer'?,Veniamin Smekhov [occupation] film producer.,['occupation'],relationship is ambiguous,"['False. Reason: Veniamin Smekhov is a Russian actor, not a film producer.']"
EMI,country,People's Republic of China,0,Q183412,P17,Q148,What is the relationship between 'EMI' and 'People's Republic of China'?,EMI [country of origin] People's Republic of China,['country of origin'],relationship is ambiguous,"[""True. Reason: EMI is a British record label and People's Republic of China is a country, so EMI cannot be the country of origin of People's Republic of China.""]"
Russell Brand,spouse,Adam Sandler,0,Q296609,P26,Q132952,What is the relationship between 'Russell Brand' and 'Adam Sandler'?,Relationship is ambiguous.,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Nikolay Basov,"languages spoken, written, or signed",Russian,1,Q83557,P1412,Q7737,What is the relationship between 'Nikolay Basov' and 'Russian'?,Nikolay Basov [country of citizenship] Russian,['country of citizenship'],"languages spoken, written, or signed",['True. Reason: Nikolay Basov was a Russian physicist and is known to be a citizen of Russia.']
Sebastian Haffner,occupation,politician,0,Q57535,P106,Q82955,What is the relationship between 'Sebastian Haffner' and 'politician'?,Sebastian Haffner [occupation] politician,['occupation'],relationship is ambiguous,"['True. Reason: Sebastian Haffner was a German journalist and author who also wrote about politics, so it is likely that he had a relationship with the occupation of being a politician.']"
Ani Lorak,country of citizenship,Russia,0,Q237081,P27,Q159,What is the relationship between 'Ani Lorak' and 'Russia'?,Ani Lorak [nationality] Russia,['nationality'],relationship is ambiguous,"['False. Reason: Ani Lorak is a Ukrainian singer, not Russian.']"
Bret Easton Ellis,country of citizenship,United States of America,1,Q241583,P27,Q30,What is the relationship between 'Bret Easton Ellis' and 'United States of America'?,Bret Easton Ellis [country of citizenship] United States of America.,['country of citizenship'],country of citizenship,"['True. Reason: Bret Easton Ellis is a well-known American author, which implies that he is a citizen of the United States of America.']"
Italy,member of,Universal Postal Union,1,Q38,P463,Q17495,What is the relationship between 'Italy' and 'Universal Postal Union'?,Italy [member of] Universal Postal Union.,['member of'],member of,['True. Reason: Italy is a member of the Universal Postal Union.']
Paul Valéry,occupation,journalist,1,Q200639,P106,Q1930187,What is the relationship between 'Paul Valéry' and 'journalist'?,Relationship is ambiguous.,['relationship is ambiguous'],occupation,['relationship is ambiguous']
Guglielmo Marconi,country of citizenship,Russia,0,Q36488,P27,Q159,What is the relationship between 'Guglielmo Marconi' and 'Russia'?,Guglielmo Marconi [visited] Russia.,['visited'],relationship is ambiguous,"['False. Reason: Guglielmo Marconi, an Italian inventor and electrical engineer known for his pioneering work on long-distance radio transmission, is not commonly known to have visited Russia in historical records.']"
Bruce Springsteen,"languages spoken, written, or signed",Arabic,0,Q1225,P1412,Q13955,What is the relationship between 'Bruce Springsteen' and 'Arabic'?,"Bruce Springsteen [languages spoken, written, or signed] Arabic","['languages spoken, written, or signed']",relationship is ambiguous,"['False. Reason: Bruce Springsteen is not known to speak, write, or sign in Arabic.']"
Ève Curie,sibling,Julian Lennon,0,Q230068,P3373,Q357974,What is the relationship between 'Ève Curie' and 'Julian Lennon'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
James Taylor,spouse,Kurt Cobain,0,Q310300,P26,Q8446,What is the relationship between 'James Taylor' and 'Kurt Cobain'?,Relationship is ambiguous.,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Germany,member of,International Bank for Reconstruction and Development,1,Q183,P463,Q191384,What is the relationship between 'Germany' and 'International Bank for Reconstruction and Development'?,Germany [member of] International Bank for Reconstruction and Development,['member of'],member of,"['False. Reason: Germany is a member of the International Bank for Reconstruction and Development (IBRD), which is an international financial institution established by the World Bank.']"
Portugal,member of,Interpol,1,Q45,P463,Q8475,What is the relationship between 'Portugal' and 'Interpol'?,Portugal [member of] Interpol.,['member of'],member of,"['False. Reason: Portugal is a member of Interpol, the International Criminal Police Organization.']"
Saint Petersburg Academy of Sciences,country,United Kingdom of Great Britain and Ireland,0,Q4345832,P17,Q174193,What is the relationship between 'Saint Petersburg Academy of Sciences' and 'United Kingdom of Great Britain and Ireland'?,Saint Petersburg Academy of Sciences [diplomatic relation] United Kingdom of Great Britain and Ireland,['diplomatic relation'],relationship is ambiguous,"['False. Reason: The Saint Petersburg Academy of Sciences is an academic institution in Russia, while the United Kingdom of Great Britain and Ireland is a country. Therefore, it is unlikely for them to have a direct ""diplomatic relation"" with each other.']"
Irène Joliot-Curie,sibling,Frédéric Joliot-Curie,0,Q7504,P3373,Q150989,What is the relationship between 'Irène Joliot-Curie' and 'Frédéric Joliot-Curie'?,'Irène Joliot-Curie' [sibling] 'Frédéric Joliot-Curie',['sibling'],relationship is ambiguous,['True. Reason: Irène Joliot-Curie and Frédéric Joliot-Curie were siblings in real life. They were actually a married couple as well as scientific partners.']
Angie Stone,country of citizenship,Australia,0,Q241660,P27,Q408,What is the relationship between 'Angie Stone' and 'Australia'?,Angie Stone [nationality] Australia.,['nationality'],relationship is ambiguous,"['False. Reason: Angie Stone is an American singer-songwriter, producer, and actress, not Australian.']"
Sean Combs,instrument,voice,1,Q216936,P1303,Q17172850,What is the relationship between 'Sean Combs' and 'voice'?,Relationship is ambiguous,['relationship is ambiguous'],instrument,['relationship is ambiguous']
Manfred Eigen,educated at,University of Göttingen,1,Q76600,P69,Q152838,What is the relationship between 'Manfred Eigen' and 'University of Göttingen'?,Manfred Eigen [educated at] University of Göttingen.,['educated at'],educated at,['True. Reason: Manfred Eigen was indeed educated at the University of Göttingen. He studied physics and chemistry at the university and received his Ph.D. there in 1951.']
Jaroslav Vrchlický,occupation,politician,1,Q461104,P106,Q82955,What is the relationship between 'Jaroslav Vrchlický' and 'politician'?,Relationship is ambiguous,['relationship is ambiguous'],occupation,['relationship is ambiguous']
Georgia,diplomatic relation,Turkey,1,Q230,P530,Q43,What is the relationship between 'Georgia' and 'Turkey'?,Georgia [neighbor] Turkey,['neighbor'],diplomatic relation,['True. Reason: Georgia and Turkey are neighboring countries located in the Caucasus and Eastern European regions.']
Dmitri Kabalevsky,"languages spoken, written, or signed",Hebrew,0,Q153776,P1412,Q9288,What is the relationship between 'Dmitri Kabalevsky' and 'Hebrew'?,"Dmitri Kabalevsky [languages spoken, written, or signed] Hebrew","['languages spoken, written, or signed']",relationship is ambiguous,"['False. Reason: Dmitri Kabalevsky was a Russian composer and not known to have spoken, written, or signed Hebrew.']"
Mario Vargas Llosa,influenced by,Michel de Montaigne,0,Q39803,P737,Q41568,What is the relationship between 'Mario Vargas Llosa' and 'Michel de Montaigne'?,Relationship is ambiguous.,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Burundi,member of,International Centre for Settlement of Investment Disputes,1,Q967,P463,Q899770,What is the relationship between 'Burundi' and 'International Centre for Settlement of Investment Disputes'?,Burundi [member of] International Centre for Settlement of Investment Disputes,['member of'],member of,"['False. Reason: Burundi is not a member of the International Centre for Settlement of Investment Disputes (ICSID). ICSID is an autonomous international institution established under the Convention on the Settlement of Investment Disputes between States and Nationals of Other States (the ICSID Convention), and membership is limited to countries that have signed and ratified the Convention.']"
Colombia,member of,Multilateral Investment Guarantee Agency,1,Q739,P463,Q1043527,What is the relationship between 'Colombia' and 'Multilateral Investment Guarantee Agency'?,'Colombia' [member of] 'Multilateral Investment Guarantee Agency',['member of'],member of,"['False. Reason: Colombia is a member of the Multilateral Investment Guarantee Agency (MIGA), which is a member of the World Bank Group.']"
Roy Orbison,country of citizenship,United Kingdom,0,Q188426,P27,Q145,What is the relationship between 'Roy Orbison' and 'United Kingdom'?,Roy Orbison [country of citizenship] United Kingdom,['country of citizenship'],relationship is ambiguous,"['False. Reason: Roy Orbison was an American singer-songwriter and musician, not from the United Kingdom.']"
Jaan Kaplinski,country of citizenship,United Kingdom of Great Britain and Ireland,0,Q467482,P27,Q174193,What is the relationship between 'Jaan Kaplinski' and 'United Kingdom of Great Britain and Ireland'?,Jaan Kaplinski [country of citizenship] United Kingdom of Great Britain and Ireland,['country of citizenship'],relationship is ambiguous,"['False. Reason: Jaan Kaplinski is an Estonian poet and philosopher, so the country of citizenship should be Estonia, not United Kingdom of Great Britain and Ireland.']"
Russell Brand,occupation,actor,1,Q296609,P106,Q33999,What is the relationship between 'Russell Brand' and 'actor'?,Russell Brand [occupation] actor,['occupation'],occupation,['True. Reason: Russell Brand is known for being an actor in addition to being a comedian and presenter.']
Lance Bass,occupation,autobiographer,1,Q443120,P106,Q18814623,What is the relationship between 'Lance Bass' and 'autobiographer'?,Lance Bass [occupation] autobiographer,['occupation'],occupation,"['False. Reason: Lance Bass is a singer, actor, and producer, but he is not primarily known for being an autobiographer.']"
Thomas Carlyle,field of work,astronomy,0,Q151403,P101,Q333,What is the relationship between 'Thomas Carlyle' and 'astronomy'?,Relationship is ambiguous.,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Alla Pugacheva,genre,rock music,0,Q80510,P136,Q11399,What is the relationship between 'Alla Pugacheva' and 'rock music'?,Alla Pugacheva [genre] rock music.,['genre'],relationship is ambiguous,"['False. Reason: Alla Pugacheva is a famous Russian pop singer often referred to as the ""Queen of Russian Pop"", not rock music.']"
Marietta Shaginyan,place of birth,Budapest,0,Q440996,P19,Q1781,What is the relationship between 'Marietta Shaginyan' and 'Budapest'?,Marietta Shaginyan [residence] Budapest,['residence'],relationship is ambiguous,"['False. Reason: Marietta Shaginyan, a Russian writer, lived in St. Petersburg, Russia, and was not known to have any association with Budapest.']"
Mikhail Lermontov,place of birth,Chicago,0,Q46599,P19,Q1297,What is the relationship between 'Mikhail Lermontov' and 'Chicago'?,Mikhail Lermontov [influenced by] Chicago,['influenced by'],relationship is ambiguous,"['False. Reason: Mikhail Lermontov, a Russian writer, lived in the 19th century and is known for his contributions to Russian literature. Chicago, on the other hand, is a major city in the United States and was not contemporaneous with Lermontov. Thus, it is highly unlikely that Lermontov was influenced by Chicago in any way.']"
Gabriel García Márquez,country of citizenship,Ireland,0,Q5878,P27,Q27,What is the relationship between 'Gabriel García Márquez' and 'Ireland'?,Gabriel García Márquez [influenced by] Ireland.,['influenced by'],relationship is ambiguous,"['False. Reason: Gabriel García Márquez, a Colombian novelist, is not known to have been directly influenced by Ireland in terms of his literary works or personal life. His writing style and themes are more commonly associated with Latin American culture and history.']"
Jaan Kaplinski,country of citizenship,United Kingdom,0,Q467482,P27,Q145,What is the relationship between 'Jaan Kaplinski' and 'United Kingdom'?,Jaan Kaplinski [place of birth] United Kingdom.,['place of birth'],relationship is ambiguous,"['False. Reason: Jaan Kaplinski was born in Estonia, not in the United Kingdom.']"
Bruce Willis,country of citizenship,India,0,Q2680,P27,Q668,What is the relationship between 'Bruce Willis' and 'India'?,Bruce Willis [place of birth] India,['place of birth'],relationship is ambiguous,"['False. Reason: Bruce Willis was born in Germany, not India.']"
Willie Nelson,instrument,voice,1,Q206112,P1303,Q17172850,What is the relationship between 'Willie Nelson' and 'voice'?,Willie Nelson [instrument] voice,['instrument'],instrument,"['False. Reason: Willie Nelson is a person who is known for playing the guitar, not for his voice.']"
Montesquieu,country of citizenship,Italy,0,Q15975,P27,Q38,What is the relationship between 'Montesquieu' and 'Italy'?,Montesquieu [influenced by] Italy.,['influenced by'],relationship is ambiguous,"['False. Reason: Montesquieu was a French political philosopher who lived in the 18th century and is known for his work on the separation of powers. Italy is a country, not an individual, so it is not correct to say that Montesquieu was influenced by Italy specifically.']"
East Timor,member of,Alliance of Small Island States,1,Q574,P463,Q496967,What is the relationship between 'East Timor' and 'Alliance of Small Island States'?,Relationship is ambiguous,['relationship is ambiguous'],member of,['relationship is ambiguous']
Henri Becquerel,country of citizenship,Italy,0,Q41269,P27,Q38,What is the relationship between 'Henri Becquerel' and 'Italy'?,Henri Becquerel [visited] Italy.,['visited'],relationship is ambiguous,['False. Reason: Henri Becquerel was a French physicist known for his work on radioactivity and he did not have a notable connection to Italy in terms of visiting the country.']
RuPaul,occupation,film producer,1,Q705715,P106,Q3282637,What is the relationship between 'RuPaul' and 'film producer'?,RuPaul [occupation] film producer,['occupation'],occupation,"['False. Reason: RuPaul is primarily known as a drag queen, television personality, and singer-songwriter, rather than a film producer.']"
Nepal,member of,International Bank for Reconstruction and Development,1,Q837,P463,Q191384,What is the relationship between 'Nepal' and 'International Bank for Reconstruction and Development'?,Nepal [member of] International Bank for Reconstruction and Development,['member of'],member of,"['False. Reason: Nepal is not a member of the International Bank for Reconstruction and Development (IBRD). The IBRD is a specialized agency of the United Nations that provides financial and technical assistance to developing countries, and its membership is limited to countries and not individual entities like Nepal.']"
Konstantin Simonov,country of citizenship,Austria-Hungary,0,Q44695,P27,Q28513,What is the relationship between 'Konstantin Simonov' and 'Austria-Hungary'?,Konstantin Simonov [country of citizenship] Austria-Hungary,['country of citizenship'],relationship is ambiguous,"['False. Reason: Konstantin Simonov was born in Russia and was a Soviet writer, so it is not possible for him to have Austria-Hungary as his country of citizenship.']"
Valery Meladze,genre,pop music,1,Q2086086,P136,Q37073,What is the relationship between 'Valery Meladze' and 'pop music'?,Valery Meladze [genre] pop music.,['genre'],genre,"['False. Reason: Valery Meladze is a Russian singer-songwriter who primarily performs pop and adult contemporary music. While he may be associated with pop music, it is not accurate to state that pop music is his genre.']"
Guyana,official language,Swedish,0,Q734,P37,Q9027,What is the relationship between 'Guyana' and 'Swedish'?,Guyana [country] Swedish,['country'],relationship is ambiguous,"['False. Reason: Sweden is a country in Europe, while Guyana is a country in South America. They are not directly related as being of the same nationality or citizenship.']"
Melanie C,genre,rock music,0,Q151830,P136,Q11399,What is the relationship between 'Melanie C' and 'rock music'?,Melanie C [genre] rock music.,['genre'],relationship is ambiguous,"['False. Reason: Melanie C is primarily known for her pop music, not rock music.']"
J. J. Abrams,country of citizenship,Switzerland,0,Q188137,P27,Q39,What is the relationship between 'J. J. Abrams' and 'Switzerland'?,J. J. Abrams [place of birth] Switzerland.,['place of birth'],relationship is ambiguous,"['False. Reason: J. J. Abrams was actually born in New York City, New York, USA, not in Switzerland.']"
England,country,Poland,0,Q21,P17,Q36,What is the relationship between 'England' and 'Poland'?,England [country] Poland.,['country'],relationship is ambiguous,"['True. Reason: England and Poland are both countries, hence the relationship ""country"" between them is true.']"
Dmitri Shostakovich,place of death,Moscow,1,Q80135,P20,Q649,What is the relationship between 'Dmitri Shostakovich' and 'Moscow'?,Dmitri Shostakovich [place of birth] Moscow,['place of birth'],place of death,"['True. Reason: Dmitri Shostakovich, the famous Russian composer, was indeed born in Saint Petersburg, Russia.']"
Maxim Gorki,residence,Saint Petersburg,1,Q12706,P551,Q656,What is the relationship between 'Maxim Gorki' and 'Saint Petersburg'?,Maxim Gorki [place of birth] Saint Petersburg,['place of birth'],residence,"['True. Reason: Maxim Gorki was indeed born in Nizhny Novgorod, Russia, so he was not born in Saint Petersburg.']"
Lucio Dalla,country of citizenship,Brazil,0,Q167546,P27,Q155,What is the relationship between 'Lucio Dalla' and 'Brazil'?,Lucio Dalla [country of citizenship] Brazil,['country of citizenship'],relationship is ambiguous,"['False. Reason: Lucio Dalla was an Italian singer-songwriter, so his country of citizenship is Italy, not Brazil.']"
Saint Lucia,official language,Hebrew,0,Q760,P37,Q9288,What is the relationship between 'Saint Lucia' and 'Hebrew'?,Relationship is ambiguous.,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Ernst Curtius,place of death,Berlin,1,Q61407,P20,Q64,What is the relationship between 'Ernst Curtius' and 'Berlin'?,Ernst Curtius [place of birth] Berlin,['place of birth'],place of death,"['True. Reason: Ernst Curtius was born in Berlin, so the relationship ""Ernst Curtius [place of birth] Berlin"" is true based on common knowledge.']"
Felix Mendelssohn,"languages spoken, written, or signed",French,1,Q46096,P1412,Q150,What is the relationship between 'Felix Mendelssohn' and 'French'?,Felix Mendelssohn [influenced by] French,['influenced by'],"languages spoken, written, or signed","['False. Reason: Felix Mendelssohn was a German composer, so it is unlikely that he was influenced by the general nationality of French people. Instead, he may have been influenced by specific French composers or musical styles.']"
Alicia Keys,"languages spoken, written, or signed",Spanish,0,Q121507,P1412,Q1321,What is the relationship between 'Alicia Keys' and 'Spanish'?,"Alicia Keys [languages spoken, written, or signed] Spanish","['languages spoken, written, or signed']",relationship is ambiguous,"['False. Reason: Alicia Keys is known for being an American singer, songwriter, and pianist who primarily speaks English. While she may have learned Spanish or know some phrases, it is not a language she is commonly associated with.']"
Sergey Lazarev,country of citizenship,Russia,1,Q381884,P27,Q159,What is the relationship between 'Sergey Lazarev' and 'Russia'?,Sergey Lazarev [country of citizenship] Russia,['country of citizenship'],country of citizenship,"['True. Reason: Sergey Lazarev is a Russian singer, actor, and dancer, known to be a citizen of Russia.']"
Natasha Shneider,country of citizenship,Iran,0,Q432421,P27,Q794,What is the relationship between 'Natasha Shneider' and 'Iran'?,Natasha Shneider [country of citizenship] Iran.,['country of citizenship'],relationship is ambiguous,"['False. Reason: Natasha Shneider was born in Russia and later became a naturalized United States citizen, not a citizen of Iran.']"
Will Smith,residence,Los Angeles,1,Q40096,P551,Q65,What is the relationship between 'Will Smith' and 'Los Angeles'?,Will Smith [residence] Los Angeles,['residence'],residence,"['False. Reason: While Will Smith has lived in Los Angeles for a significant amount of time, he does not currently reside there. He currently resides in Calabasas, California.']"
Namibia,diplomatic relation,Malaysia,1,Q1030,P530,Q833,What is the relationship between 'Namibia' and 'Malaysia'?,Relationship is ambiguous.,['relationship is ambiguous'],diplomatic relation,['relationship is ambiguous']
Jimmy Buffett,genre,pop music,1,Q726071,P136,Q37073,What is the relationship between 'Jimmy Buffett' and 'pop music'?,Jimmy Buffett [genre] pop music,['genre'],genre,"['False. Reason: Jimmy Buffett is mainly associated with the genre of ""tropical rock"" or ""gulf and western"" music, not pop music.']"
"Washington, D.C.",country,Great Britain,0,Q61,P17,Q161885,"What is the relationship between 'Washington, D.C.' and 'Great Britain'?","Washington, D.C. [notable works] Great Britain",['notable works'],relationship is ambiguous,"['False. Reason: Washington, D.C. is the capital of the United States, not Great Britain. There is no direct notable works relationship between Washington, D.C. and Great Britain based on common sense.']"
Finland,diplomatic relation,Norway,1,Q33,P530,Q20,What is the relationship between 'Finland' and 'Norway'?,Finland [neighboring country] Norway.,['neighboring country'],diplomatic relation,"['False. Reason: Finland and Norway are neighboring countries in real life, sharing a border in the northern part of Europe.']"
Herman Melville,occupation,essayist,1,Q4985,P106,Q11774202,What is the relationship between 'Herman Melville' and 'essayist'?,Herman Melville [occupation] essayist,['occupation'],occupation,['False. Reason: Herman Melville is actually known as a novelist rather than an essayist.']
Guinea,official language,Portuguese,0,Q1006,P37,Q5146,What is the relationship between 'Guinea' and 'Portuguese'?,Guinea [country] Portuguese,['country'],relationship is ambiguous,['False. Reason: Guinea is not a country that is specifically associated with Portuguese.']
Al Jolson,place of death,"Washington, D.C.",0,Q128532,P20,Q61,"What is the relationship between 'Al Jolson' and 'Washington, D.C.'?","Al Jolson [place of birth] Washington, D.C.",['place of birth'],relationship is ambiguous,"['True. Reason: Al Jolson was born in Washington, D.C., so the relationship ""Al Jolson [place of birth] Washington, D.C."" is true.']"
M. Pokora,unmarried partner,Big Sean,0,Q380799,P451,Q367634,What is the relationship between 'M. Pokora' and 'Big Sean'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Robert Louis Stevenson,occupation,science fiction writer,0,Q1512,P106,Q18844224,What is the relationship between 'Robert Louis Stevenson' and 'science fiction writer'?,Robert Louis Stevenson [genre] science fiction writer.,['genre'],relationship is ambiguous,"['False. Reason: Robert Louis Stevenson is best known for his works in the genres of adventure, historical fiction, and horror, but not science fiction.']"
George Santayana,"languages spoken, written, or signed",Spanish,1,Q237833,P1412,Q1321,What is the relationship between 'George Santayana' and 'Spanish'?,"George Santayana [languages spoken, written, or signed] Spanish","['languages spoken, written, or signed']","languages spoken, written, or signed","['True. Reason: George Santayana was a Spanish-born philosopher, essayist, poet, and novelist who was raised and educated in Spain, so it is true that he spoke, wrote, or signed Spanish.']"
Denis Johnson,place of birth,Paris,0,Q340016,P19,Q90,What is the relationship between 'Denis Johnson' and 'Paris'?,Denis Johnson [residence] Paris.,['residence'],relationship is ambiguous,"['False. Reason: Denis Johnson, the American writer, is known to have resided primarily in the United States and not in Paris.']"
Konstantin Simonov,country of citizenship,Germany,0,Q44695,P27,Q183,What is the relationship between 'Konstantin Simonov' and 'Germany'?,Konstantin Simonov [visited] Germany.,['visited'],relationship is ambiguous,['False. Reason: Konstantin Simonov was a Soviet poet and writer known for his works during World War II. There is no common knowledge or historical record of Konstantin Simonov visiting Germany during his lifetime.']
Kurt Cobain,country of citizenship,United Kingdom,0,Q8446,P27,Q145,What is the relationship between 'Kurt Cobain' and 'United Kingdom'?,"""Kurt Cobain [influenced by] United Kingdom""",['influenced by'],relationship is ambiguous,"['False. Reason: Kurt Cobain was a musician from the United States, not the United Kingdom. He was the lead singer and guitarist of the American band Nirvana, and his music was influenced by bands and artists from the U.S. and other countries, but not specifically by the United Kingdom.']"
Paula Abdul,country of citizenship,Taiwan,0,Q185465,P27,Q865,What is the relationship between 'Paula Abdul' and 'Taiwan'?,Paula Abdul [country of citizenship] Taiwan,['country of citizenship'],relationship is ambiguous,"['False. Reason: Paula Abdul is a United States citizen, not a citizen of Taiwan.']"
Bob Dylan,influenced by,György Ligeti,0,Q392,P737,Q154331,What is the relationship between 'Bob Dylan' and 'György Ligeti'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Ciara,country of citizenship,France,0,Q203223,P27,Q142,What is the relationship between 'Ciara' and 'France'?,Ciara [residence] France,['residence'],relationship is ambiguous,"['False. Reason: Ciara is an American singer and songwriter, known to be residing in the United States rather than France.']"
Guinea-Bissau,diplomatic relation,Taiwan,0,Q1007,P530,Q865,What is the relationship between 'Guinea-Bissau' and 'Taiwan'?,Guinea-Bissau [diplomatic relation] Taiwan,['diplomatic relation'],relationship is ambiguous,['True. Reason: Guinea-Bissau and Taiwan both have diplomatic relations as sovereign states.']
Rudyard Kipling,"languages spoken, written, or signed",English,1,Q34743,P1412,Q1860,What is the relationship between 'Rudyard Kipling' and 'English'?,"Rudyard Kipling [languages spoken, written, or signed] English.","['languages spoken, written, or signed']","languages spoken, written, or signed","['True. Reason: Rudyard Kipling was a British author who primarily wrote in English, so it is logical to say that he spoke, wrote, or signed in English.']"
Jennifer Love Hewitt,religion,Eastern Orthodox Church,0,Q175104,P140,Q35032,What is the relationship between 'Jennifer Love Hewitt' and 'Eastern Orthodox Church'?,Relationship is ambiguous.,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Vanessa Williams,genre,rock music,1,Q202801,P136,Q11399,What is the relationship between 'Vanessa Williams' and 'rock music'?,Relationship is ambiguous.,['relationship is ambiguous'],genre,['relationship is ambiguous']
Luxembourg,official language,Spanish,0,Q32,P37,Q1321,What is the relationship between 'Luxembourg' and 'Spanish'?,Luxembourg [official language] Spanish.,['official language'],relationship is ambiguous,"['False. Reason: The official languages of Luxembourg are Luxembourgish, French, and German. Spanish is not an official language of Luxembourg.']"
Art Garfunkel,record label,EMI,0,Q4039,P264,Q183412,What is the relationship between 'Art Garfunkel' and 'EMI'?,Art Garfunkel [record label] EMI,['record label'],relationship is ambiguous,['False. Reason: Art Garfunkel is an American singer and EMI is a British multinational conglomerate in the music industry. Art Garfunkel is not a record label associated with EMI.']
Melissa Auf der Maur,genre,soft rock,0,Q254510,P136,Q217191,What is the relationship between 'Melissa Auf der Maur' and 'soft rock'?,Relationship is ambiguous.,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Trey Parker,occupation,film director,1,Q44414,P106,Q2526255,What is the relationship between 'Trey Parker' and 'film director'?,Trey Parker [occupation] film director,['occupation'],occupation,"['False. Reason: Trey Parker is primarily known as a writer, producer, and voice actor, rather than a film director. While he has directed some films, including co-directing ""South Park: Bigger, Longer & Uncut,"" his primary occupation is not that of a film director.']"
